index,pos,driver,gap,time_remaining
44,5,Max,+1.148,00:05:05
44,6,Alexander,+1.489,00:05:05
44,7,Charles,+1.525,00:05:05
44,8,Lance,+1.612,00:05:05
44,9,Pierre,+1.872,00:05:05
44,10,Lando,+1.966,00:05:05
44,11,Esteban,- -,00:05:05
44,12,Sebastian,- -,00:05:05
44,13,Carlos,- -,00:05:05
44,14,Romain,- -,00:05:05
44,15,George,- -,00:05:05
44,16,Daniil,- -,00:05:05
44,17,Kevin,- -,00:05:05
44,18,Nicholas,- -,00:05:05
44,19,Antonio,- -,00:05:05
44,20,Kimi,- -,00:05:05
45,1,Lewis,1:25.284,00:05:02
45,2,Valtteri,+0.116,00:05:02
45,3,Daniel,+1.013,00:05:02
45,4,Nico,+1.132,00:05:02
45,5,Max,+1.148,00:05:02
45,6,Alexander,+1.489,00:05:02
45,7,Charles,+1.525,00:05:02
45,8,Lance,+1.612,00:05:02
45,9,Pierre,+1.872,00:05:02
45,10,Lando,+1.966,00:05:02
45,11,Esteban,- -,00:05:02
45,12,Sebastian,- -,00:05:02
45,13,Carlos,- -,00:05:02
45,14,Romain,- -,00:05:02
45,15,George,- -,00:05:02
45,16,Daniil,- -,00:05:02
45,17,Kevin,- -,00:05:02
45,18,Nicholas,- -,00:05:02
45,19,Antonio,- -,00:05:02
45,20,Kimi,- -,00:05:02
46,1,Lewis,1:25.284,00:05:00
46,2,Valtteri,+0.116,00:05:00
46,3,Daniel,+1.013,00:05:00
46,4,Nico,+1.132,00:05:00
46,5,Max,+1.148,00:05:00
46,6,Alexander,+1.489,00:05:00
46,7,Charles,+1.525,00:05:00
46,8,Lance,+1.612,00:05:00
46,9,Pierre,+1.872,00:05:00
46,10,Lando,+1.966,00:05:00
46,11,Esteban,- -,00:05:00
46,12,Sebastian,- -,00:05:00
46,13,Carlos,- -,00:05:00
46,14,Romain,- -,00:05:00
46,15,George,- -,00:05:00
46,16,Daniil,- -,00:05:00
46,17,Kevin,- -,00:05:00
46,18,Nicholas,- -,00:05:00
46,19,Antonio,- -,00:05:00
46,20,Kimi,- -,00:05:00
47,1,Lewis,1:25.284,00:04:57
47,2,Valtteri,+0.116,00:04:57
47,3,Daniel,+1.013,00:04:57
47,4,Nico,+1.132,00:04:57
47,5,Max,+1.148,00:04:57
47,6,Alexander,+1.489,00:04:57
47,7,Charles,+1.525,00:04:57
47,8,Lance,+1.612,00:04:57
47,9,Pierre,+1.872,00:04:57
47,10,Lando,+1.966,00:04:57
47,11,Esteban,- -,00:04:57
47,12,Sebastian,- -,00:04:57
47,13,Carlos,- -,00:04:57
47,14,Romain,- -,00:04:57
47,15,George,- -,00:04:57
47,16,Daniil,- -,00:04:57
47,17,Kevin,- -,00:04:57
47,18,Nicholas,- -,00:04:57
47,19,Antonio,- -,00:04:57
47,20,Kimi,- -,00:04:57
48,1,Lewis,1:25.284,00:04:54
48,2,Valtteri,+0.116,00:04:54
48,3,Daniel,+1.013,00:04:54
48,4,Nico,+1.132,00:04:54
48,5,Max,+1.148,00:04:54
48,6,Alexander,+1.489,00:04:54
48,7,Charles,+1.525,00:04:54
48,8,Lance,+1.612,00:04:54
48,9,Pierre,+1.872,00:04:54
48,10,Lando,+1.966,00:04:54
48,11,Esteban,- -,00:04:54
48,12,Sebastian,- -,00:04:54
48,13,Carlos,- -,00:04:54
48,14,Romain,- -,00:04:54
48,15,George,- -,00:04:54
48,16,Daniil,- -,00:04:54
48,17,Kevin,- -,00:04:54
48,18,Nicholas,- -,00:04:54
48,19,Antonio,- -,00:04:54
48,20,Kimi,- -,00:04:54
49,1,Lewis,1:25.284,00:04:51
49,2,Valtteri,+0.116,00:04:51
49,3,Daniel,+1.013,00:04:51
49,4,Nico,+1.132,00:04:51
49,5,Max,+1.148,00:04:51
49,6,Alexander,+1.489,00:04:51
49,7,Charles,+1.525,00:04:51
49,8,Lance,+1.612,00:04:51
49,9,Pierre,+1.872,00:04:51
49,10,Lando,+1.966,00:04:51
49,11,Esteban,- -,00:04:51
49,12,Sebastian,- -,00:04:51
49,13,Carlos,- -,00:04:51
49,14,Romain,- -,00:04:51
49,15,George,- -,00:04:51
49,16,Daniil,- -,00:04:51
49,17,Kevin,- -,00:04:51
49,18,Nicholas,- -,00:04:51
49,19,Antonio,- -,00:04:51
49,20,Kimi,- -,00:04:51
50,1,Lewis,1:25.284,00:04:47
50,2,Valtteri,+0.116,00:04:47
50,3,Daniel,+1.013,00:04:47
50,4,Nico,+1.132,00:04:47
50,5,Max,+1.148,00:04:47
50,6,Alexander,+1.489,00:04:47
50,7,Charles,+1.525,00:04:47
50,8,Lance,+1.612,00:04:47
50,9,Pierre,+1.872,00:04:47
50,10,Lando,+1.966,00:04:47
50,11,Esteban,- -,00:04:47
50,12,Sebastian,- -,00:04:47
50,13,Carlos,- -,00:04:47
50,14,Romain,- -,00:04:47
50,15,George,- -,00:04:47
50,16,Daniil,- -,00:04:47
50,17,Kevin,- -,00:04:47
50,18,Nicholas,- -,00:04:47
50,19,Antonio,- -,00:04:47
50,20,Kimi,- -,00:04:47
51,1,Lewis,1:25.284,00:04:44
51,2,Valtteri,+0.116,00:04:44
51,3,Daniel,+1.013,00:04:44
51,4,Nico,+1.132,00:04:44
51,5,Max,+1.148,00:04:44
51,6,Alexander,+1.489,00:04:44
51,7,Charles,+1.525,00:04:44
51,8,Lance,+1.612,00:04:44
51,9,Pierre,+1.872,00:04:44
51,10,Lando,+1.966,00:04:44
51,11,Esteban,- -,00:04:44
51,12,Sebastian,- -,00:04:44
51,13,Carlos,- -,00:04:44
51,14,Romain,- -,00:04:44
51,15,George,- -,00:04:44
51,16,Daniil,- -,00:04:44
51,17,Kevin,- -,00:04:44
51,18,Nicholas,- -,00:04:44
51,19,Antonio,- -,00:04:44
51,20,Kimi,- -,00:04:44
52,1,Lewis,1:25.284,00:04:41
52,2,Valtteri,+0.116,00:04:41
52,3,Daniel,+1.013,00:04:41
52,4,Nico,+1.132,00:04:41
52,5,Max,+1.148,00:04:41
52,6,Alexander,+1.489,00:04:41
52,7,Charles,+1.525,00:04:41
52,8,Lance,+1.612,00:04:41
52,9,Pierre,+1.872,00:04:41
52,10,Lando,+1.966,00:04:41
52,11,Esteban,- -,00:04:41
52,12,Sebastian,- -,00:04:41
52,13,Carlos,- -,00:04:41
52,14,Romain,- -,00:04:41
52,15,George,- -,00:04:41
52,16,Daniil,- -,00:04:41
52,17,Kevin,- -,00:04:41
52,18,Nicholas,- -,00:04:41
52,19,Antonio,- -,00:04:41
52,20,Kimi,- -,00:04:41
53,1,Lewis,1:25.284,00:04:38
53,2,Valtteri,+0.116,00:04:38
53,3,Daniel,+1.013,00:04:38
53,4,Nico,+1.132,00:04:38
53,5,Max,+1.148,00:04:38
53,6,Alexander,+1.489,00:04:38
53,7,Charles,+1.525,00:04:38
53,8,Lance,+1.612,00:04:38
53,9,Pierre,+1.872,00:04:38
53,10,Lando,+1.966,00:04:38
53,11,Esteban,- -,00:04:38
53,12,Sebastian,- -,00:04:38
53,13,Carlos,- -,00:04:38
53,14,Romain,- -,00:04:38
53,15,George,- -,00:04:38
53,16,Daniil,- -,00:04:38
53,17,Kevin,- -,00:04:38
53,18,Nicholas,- -,00:04:38
53,19,Antonio,- -,00:04:38
53,20,Kimi,- -,00:04:38
54,1,Lewis,1:25.284,00:04:35
54,2,Valtteri,+0.116,00:04:35
54,3,Daniel,+1.013,00:04:35
54,4,Nico,+1.132,00:04:35
54,5,Max,+1.148,00:04:35
54,6,Alexander,+1.489,00:04:35
54,7,Charles,+1.525,00:04:35
54,8,Lance,+1.612,00:04:35
54,9,Pierre,+1.872,00:04:35
54,10,Lando,+1.966,00:04:35
54,11,Esteban,- -,00:04:35
54,12,Sebastian,- -,00:04:35
54,13,Carlos,- -,00:04:35
54,14,Romain,- -,00:04:35
54,15,George,- -,00:04:35
54,16,Daniil,- -,00:04:35
54,17,Kevin,- -,00:04:35
54,18,Nicholas,- -,00:04:35
54,19,Antonio,- -,00:04:35
54,20,Kimi,- -,00:04:35
55,1,Lewis,1:25.284,00:04:32
55,2,Valtteri,+0.116,00:04:32
55,3,Daniel,+1.013,00:04:32
55,4,Nico,+1.132,00:04:32
55,5,Max,+1.148,00:04:32
55,6,Alexander,+1.489,00:04:32
55,7,Charles,+1.525,00:04:32
55,8,Lance,+1.612,00:04:32
55,9,Pierre,+1.872,00:04:32
55,10,Lando,+1.966,00:04:32
55,11,Esteban,- -,00:04:32
55,12,Sebastian,- -,00:04:32
55,13,Carlos,- -,00:04:32
55,14,Romain,- -,00:04:32
55,15,George,- -,00:04:32
55,16,Daniil,- -,00:04:32
55,17,Kevin,- -,00:04:32
55,18,Nicholas,- -,00:04:32
55,19,Antonio,- -,00:04:32
55,20,Kimi,- -,00:04:32
56,1,Lewis,1:25.284,00:04:29
56,2,Valtteri,+0.116,00:04:29
56,3,Daniel,+1.013,00:04:29
56,4,Nico,+1.132,00:04:29
56,5,Max,+1.148,00:04:29
56,6,Alexander,+1.489,00:04:29
56,7,Charles,+1.525,00:04:29
56,8,Lance,+1.612,00:04:29
56,9,Pierre,+1.872,00:04:29
56,10,Lando,+1.966,00:04:29
56,11,Esteban,- -,00:04:29
56,12,Sebastian,- -,00:04:29
56,13,Carlos,- -,00:04:29
56,14,Romain,- -,00:04:29
56,15,George,- -,00:04:29
56,16,Daniil,- -,00:04:29
56,17,Kevin,- -,00:04:29
56,18,Nicholas,- -,00:04:29
56,19,Antonio,- -,00:04:29
56,20,Kimi,- -,00:04:29
57,1,Lewis,1:25.284,00:04:26
57,2,Valtteri,+0.116,00:04:26
57,3,Daniel,+1.013,00:04:26
57,4,Nico,+1.132,00:04:26
57,5,Max,+1.148,00:04:26
57,6,Alexander,+1.489,00:04:26
57,7,Charles,+1.525,00:04:26
57,8,Lance,+1.612,00:04:26
57,9,Pierre,+1.872,00:04:26
57,10,Lando,+1.966,00:04:26
57,11,Esteban,- -,00:04:26
57,12,Sebastian,- -,00:04:26
57,13,Carlos,- -,00:04:26
57,14,Romain,- -,00:04:26
57,15,George,- -,00:04:26
57,16,Daniil,- -,00:04:26
57,17,Kevin,- -,00:04:26
57,18,Nicholas,- -,00:04:26
57,19,Antonio,- -,00:04:26
57,20,Kimi,- -,00:04:26
58,1,Lewis,1:25.284,00:04:23
58,2,Valtteri,+0.116,00:04:23
58,3,Daniel,+1.013,00:04:23
58,4,Nico,+1.132,00:04:23
58,5,Max,+1.148,00:04:23
58,6,Alexander,+1.489,00:04:23
58,7,Charles,+1.525,00:04:23
58,8,Lance,+1.612,00:04:23
58,9,Pierre,+1.872,00:04:23
58,10,Lando,+1.966,00:04:23
58,11,Esteban,- -,00:04:23
58,12,Sebastian,- -,00:04:23
58,13,Carlos,- -,00:04:23
58,14,Romain,- -,00:04:23
58,15,George,- -,00:04:23
58,16,Daniil,- -,00:04:23
58,17,Kevin,- -,00:04:23
58,18,Nicholas,- -,00:04:23
58,19,Antonio,- -,00:04:23
58,20,Kimi,- -,00:04:23
59,1,Lewis,1:25.284,00:04:20
59,2,Valtteri,+0.116,00:04:20
59,3,Daniel,+1.013,00:04:20
59,4,Nico,+1.132,00:04:20
59,5,Max,+1.148,00:04:20
59,6,Alexander,+1.489,00:04:20
59,7,Charles,+1.525,00:04:20
59,8,Lance,+1.612,00:04:20
59,9,Pierre,+1.872,00:04:20
59,10,Lando,+1.966,00:04:20
59,11,Esteban,- -,00:04:20
59,12,Sebastian,- -,00:04:20
59,13,Carlos,- -,00:04:20
59,14,Romain,- -,00:04:20
59,15,George,- -,00:04:20
59,16,Daniil,- -,00:04:20
59,17,Kevin,- -,00:04:20
59,18,Nicholas,- -,00:04:20
59,19,Antonio,- -,00:04:20
59,20,Kimi,- -,00:04:20
60,1,Lewis,1:25.284,00:04:17
60,2,Valtteri,+0.116,00:04:17
60,3,Daniel,+1.013,00:04:17
60,4,Nico,+1.132,00:04:17
60,5,Max,+1.148,00:04:17
60,6,Alexander,+1.489,00:04:17
60,7,Charles,+1.525,00:04:17
60,8,Lance,+1.612,00:04:17
60,9,Pierre,+1.872,00:04:17
60,10,Lando,+1.966,00:04:17
60,11,Esteban,- -,00:04:17
60,12,Sebastian,- -,00:04:17
60,13,Carlos,- -,00:04:17
60,14,Romain,- -,00:04:17
60,15,George,- -,00:04:17
60,16,Daniil,- -,00:04:17
60,17,Kevin,- -,00:04:17
60,18,Nicholas,- -,00:04:17
60,19,Antonio,- -,00:04:17
60,20,Kimi,- -,00:04:17
61,1,Lewis,1:25.284,00:04:14
61,2,Valtteri,+0.116,00:04:14
61,3,Daniel,+1.013,00:04:14
61,4,Nico,+1.132,00:04:14
61,5,Max,+1.148,00:04:14
61,6,Alexander,+1.489,00:04:14
61,7,Charles,+1.525,00:04:14
61,8,Lance,+1.612,00:04:14
61,9,Pierre,+1.872,00:04:14
61,10,Lando,+1.966,00:04:14
61,11,Esteban,- -,00:04:14
61,12,Sebastian,- -,00:04:14
61,13,Carlos,- -,00:04:14
61,14,Romain,- -,00:04:14
61,15,George,- -,00:04:14
61,16,Daniil,- -,00:04:14
61,17,Kevin,- -,00:04:14
61,18,Nicholas,- -,00:04:14
61,19,Antonio,- -,00:04:14
61,20,Kimi,- -,00:04:14
62,1,Lewis,1:25.284,00:04:11
62,2,Valtteri,+0.116,00:04:11
62,3,Daniel,+1.013,00:04:11
62,4,Nico,+1.132,00:04:11
62,5,Max,+1.148,00:04:11
62,6,Alexander,+1.489,00:04:11
62,7,Charles,+1.525,00:04:11
62,8,Lance,+1.612,00:04:11
62,9,Pierre,+1.872,00:04:11
62,10,Lando,+1.966,00:04:11
62,11,Esteban,- -,00:04:11
62,12,Sebastian,- -,00:04:11
62,13,Carlos,- -,00:04:11
62,14,Romain,- -,00:04:11
62,15,George,- -,00:04:11
62,16,Daniil,- -,00:04:11
62,17,Kevin,- -,00:04:11
62,18,Nicholas,- -,00:04:11
62,19,Antonio,- -,00:04:11
62,20,Kimi,- -,00:04:11
63,1,Lewis,1:25.284,00:04:08
63,2,Valtteri,+0.116,00:04:08
63,3,Daniel,+1.013,00:04:08
63,4,Nico,+1.132,00:04:08
63,5,Max,+1.148,00:04:08
63,6,Alexander,+1.489,00:04:08
63,7,Charles,+1.525,00:04:08
63,8,Lance,+1.612,00:04:08
63,9,Pierre,+1.872,00:04:08
63,10,Lando,+1.966,00:04:08
63,11,Esteban,- -,00:04:08
63,12,Sebastian,- -,00:04:08
63,13,Carlos,- -,00:04:08
63,14,Romain,- -,00:04:08
63,15,George,- -,00:04:08
63,16,Daniil,- -,00:04:08
63,17,Kevin,- -,00:04:08
63,18,Nicholas,- -,00:04:08
63,19,Antonio,- -,00:04:08
63,20,Kimi,- -,00:04:08
64,1,Lewis,1:25.284,00:04:05
64,2,Valtteri,+0.116,00:04:05
64,3,Daniel,+1.013,00:04:05
64,4,Nico,+1.132,00:04:05
64,5,Max,+1.148,00:04:05
64,6,Alexander,+1.489,00:04:05
64,7,Charles,+1.525,00:04:05
64,8,Lance,+1.612,00:04:05
64,9,Pierre,+1.872,00:04:05
64,10,Lando,+1.966,00:04:05
64,11,Esteban,- -,00:04:05
64,12,Sebastian,- -,00:04:05
64,13,Carlos,- -,00:04:05
64,14,Romain,- -,00:04:05
64,15,George,- -,00:04:05
64,16,Daniil,- -,00:04:05
64,17,Kevin,- -,00:04:05
64,18,Nicholas,- -,00:04:05
64,19,Antonio,- -,00:04:05
64,20,Kimi,- -,00:04:05
65,1,Lewis,1:25.284,00:04:02
65,2,Valtteri,+0.116,00:04:02
65,3,Daniel,+1.013,00:04:02
65,4,Nico,+1.132,00:04:02
65,5,Max,+1.148,00:04:02
65,6,Alexander,+1.489,00:04:02
65,7,Charles,+1.525,00:04:02
65,8,Lance,+1.612,00:04:02
65,9,Pierre,+1.872,00:04:02
65,10,Lando,+1.966,00:04:02
65,11,Esteban,- -,00:04:02
65,12,Sebastian,- -,00:04:02
65,13,Carlos,- -,00:04:02
65,14,Romain,- -,00:04:02
65,15,George,- -,00:04:02
65,16,Daniil,- -,00:04:02
65,17,Kevin,- -,00:04:02
65,18,Nicholas,- -,00:04:02
65,19,Antonio,- -,00:04:02
65,20,Kimi,- -,00:04:02
66,1,Lewis,1:25.284,00:04:00
66,2,Valtteri,+0.116,00:04:00
66,3,Daniel,+1.013,00:04:00
66,4,Nico,+1.132,00:04:00
66,5,Max,+1.148,00:04:00
66,6,Alexander,+1.489,00:04:00
66,7,Charles,+1.525,00:04:00
66,8,Lance,+1.612,00:04:00
66,9,Pierre,+1.872,00:04:00
66,10,Lando,+1.966,00:04:00
66,11,Esteban,- -,00:04:00
66,12,Sebastian,- -,00:04:00
66,13,Carlos,- -,00:04:00
66,14,Romain,- -,00:04:00
66,15,George,- -,00:04:00
66,16,Daniil,- -,00:04:00
66,17,Kevin,- -,00:04:00
66,18,Nicholas,- -,00:04:00
66,19,Antonio,- -,00:04:00
66,20,Kimi,- -,00:04:00
67,1,Lewis,1:25.284,00:03:56
67,2,Valtteri,+0.116,00:03:56
67,3,Daniel,+1.013,00:03:56
67,4,Nico,+1.132,00:03:56
67,5,Max,+1.148,00:03:56
67,6,Alexander,+1.489,00:03:56
67,7,Charles,+1.525,00:03:56
67,8,Lance,+1.612,00:03:56
67,9,Pierre,+1.872,00:03:56
67,10,Lando,+1.966,00:03:56
67,11,Esteban,- -,00:03:56
67,12,Sebastian,- -,00:03:56
67,13,Carlos,- -,00:03:56
67,14,Romain,- -,00:03:56
67,15,George,- -,00:03:56
67,16,Daniil,- -,00:03:56
67,17,Kevin,- -,00:03:56
67,18,Nicholas,- -,00:03:56
67,19,Antonio,- -,00:03:56
67,20,Kimi,- -,00:03:56
68,1,Lewis,1:25.284,00:03:54
68,2,Valtteri,+0.116,00:03:54
68,3,Daniel,+1.013,00:03:54
68,4,Nico,+1.132,00:03:54
68,5,Max,+1.148,00:03:54
68,6,Alexander,+1.489,00:03:54
68,7,Charles,+1.525,00:03:54
68,8,Lance,+1.612,00:03:54
68,9,Pierre,+1.872,00:03:54
68,10,Lando,+1.966,00:03:54
68,11,Esteban,- -,00:03:54
68,12,Sebastian,- -,00:03:54
68,13,Carlos,- -,00:03:54
68,14,Romain,- -,00:03:54
68,15,George,- -,00:03:54
68,16,Daniil,- -,00:03:54
68,17,Kevin,- -,00:03:54
68,18,Nicholas,- -,00:03:54
68,19,Antonio,- -,00:03:54
68,20,Kimi,- -,00:03:54
69,1,Lewis,1:25.284,00:03:51
69,2,Valtteri,+0.116,00:03:51
69,3,Daniel,+1.013,00:03:51
69,4,Nico,+1.132,00:03:51
69,5,Max,+1.148,00:03:51
69,6,Alexander,+1.489,00:03:51
69,7,Charles,+1.525,00:03:51
69,8,Lance,+1.612,00:03:51
69,9,Pierre,+1.872,00:03:51
69,10,Lando,+1.966,00:03:51
69,11,Esteban,- -,00:03:51
69,12,Sebastian,- -,00:03:51
69,13,Carlos,- -,00:03:51
69,14,Romain,- -,00:03:51
69,15,George,- -,00:03:51
69,16,Daniil,- -,00:03:51
69,17,Kevin,- -,00:03:51
69,18,Nicholas,- -,00:03:51
69,19,Antonio,- -,00:03:51
69,20,Kimi,- -,00:03:51
70,1,Lewis,1:25.284,00:03:48
70,2,Valtteri,+0.116,00:03:48
70,3,Daniel,+1.013,00:03:48
70,4,Nico,+1.132,00:03:48
70,5,Max,+1.148,00:03:48
70,6,Alexander,+1.489,00:03:48
70,7,Charles,+1.525,00:03:48
70,8,Lance,+1.612,00:03:48
70,9,Pierre,+1.872,00:03:48
70,10,Lando,+1.966,00:03:48
70,11,Esteban,- -,00:03:48
70,12,Sebastian,- -,00:03:48
70,13,Carlos,- -,00:03:48
70,14,Romain,- -,00:03:48
70,15,George,- -,00:03:48
70,16,Daniil,- -,00:03:48
70,17,Kevin,- -,00:03:48
70,18,Nicholas,- -,00:03:48
70,19,Antonio,- -,00:03:48
70,20,Kimi,- -,00:03:48
71,1,Lewis,1:25.284,00:03:46
71,2,Valtteri,+0.116,00:03:46
71,3,Daniel,+1.013,00:03:46
71,4,Nico,+1.132,00:03:46
71,5,Max,+1.148,00:03:46
71,6,Alexander,+1.489,00:03:46
71,7,Charles,+1.525,00:03:46
71,8,Lance,+1.612,00:03:46
71,9,Pierre,+1.872,00:03:46
71,10,Lando,+1.966,00:03:46
71,11,Esteban,- -,00:03:46
71,12,Sebastian,- -,00:03:46
71,13,Carlos,- -,00:03:46
71,14,Romain,- -,00:03:46
71,15,George,- -,00:03:46
71,16,Daniil,- -,00:03:46
71,17,Kevin,- -,00:03:46
71,18,Nicholas,- -,00:03:46
71,19,Antonio,- -,00:03:46
71,20,Kimi,- -,00:03:46
72,1,Lewis,1:25.284,00:03:43
72,2,Valtteri,+0.116,00:03:43
72,3,Daniel,+1.013,00:03:43
72,4,Nico,+1.132,00:03:43
72,5,Max,+1.148,00:03:43
72,6,Alexander,+1.489,00:03:43
72,7,Charles,+1.525,00:03:43
72,8,Lance,+1.612,00:03:43
72,9,Pierre,+1.872,00:03:43
72,10,Lando,+1.966,00:03:43
72,11,Esteban,- -,00:03:43
72,12,Sebastian,- -,00:03:43
72,13,Carlos,- -,00:03:43
72,14,Romain,- -,00:03:43
72,15,George,- -,00:03:43
72,16,Daniil,- -,00:03:43
72,17,Kevin,- -,00:03:43
72,18,Nicholas,- -,00:03:43
72,19,Antonio,- -,00:03:43
72,20,Kimi,- -,00:03:43
73,1,Lewis,1:25.284,00:03:39
73,2,Valtteri,+0.116,00:03:39
73,3,Daniel,+1.013,00:03:39
73,4,Nico,+1.132,00:03:39
73,5,Max,+1.148,00:03:39
73,6,Alexander,+1.489,00:03:39
73,7,Charles,+1.525,00:03:39
73,8,Lance,+1.612,00:03:39
73,9,Pierre,+1.872,00:03:39
73,10,Lando,+1.966,00:03:39
73,11,Esteban,- -,00:03:39
73,12,Sebastian,- -,00:03:39
73,13,Carlos,- -,00:03:39
73,14,Romain,- -,00:03:39
73,15,George,- -,00:03:39
73,16,Daniil,- -,00:03:39
73,17,Kevin,- -,00:03:39
73,18,Nicholas,- -,00:03:39
73,19,Antonio,- -,00:03:39
73,20,Kimi,- -,00:03:39
74,1,Lewis,1:25.284,00:03:37
74,2,Valtteri,+0.116,00:03:37
74,3,Daniel,+1.013,00:03:37
74,4,Nico,+1.132,00:03:37
74,5,Max,+1.148,00:03:37
74,6,Alexander,+1.489,00:03:37
74,7,Charles,+1.525,00:03:37
74,8,Lance,+1.612,00:03:37
74,9,Pierre,+1.872,00:03:37
74,10,Lando,+1.966,00:03:37
74,11,Esteban,- -,00:03:37
74,12,Sebastian,- -,00:03:37
74,13,Carlos,- -,00:03:37
74,14,Romain,- -,00:03:37
74,15,George,- -,00:03:37
74,16,Daniil,- -,00:03:37
74,17,Kevin,- -,00:03:37
74,18,Nicholas,- -,00:03:37
74,19,Antonio,- -,00:03:37
74,20,Kimi,- -,00:03:37
75,1,Lewis,1:25.284,00:03:33
75,2,Valtteri,+0.116,00:03:33
75,3,Daniel,+1.013,00:03:33
75,4,Nico,+1.132,00:03:33
75,5,Max,+1.148,00:03:33
75,6,Alexander,+1.489,00:03:33
75,7,Charles,+1.525,00:03:33
75,8,Lance,+1.612,00:03:33
75,9,Pierre,+1.872,00:03:33
75,10,Lando,+1.966,00:03:33
75,11,Esteban,- -,00:03:33
75,12,Sebastian,- -,00:03:33
75,13,Carlos,- -,00:03:33
75,14,Romain,- -,00:03:33
75,15,George,- -,00:03:33
75,16,Daniil,- -,00:03:33
75,17,Kevin,- -,00:03:33
75,18,Nicholas,- -,00:03:33
75,19,Antonio,- -,00:03:33
75,20,Kimi,- -,00:03:33
76,1,Lewis,1:25.284,00:03:30
76,2,Valtteri,+0.116,00:03:30
76,3,Daniel,+1.013,00:03:30
76,4,Nico,+1.132,00:03:30
76,5,Max,+1.148,00:03:30
76,6,Alexander,+1.489,00:03:30
76,7,Charles,+1.525,00:03:30
76,8,Lance,+1.612,00:03:30
76,9,Pierre,+1.872,00:03:30
76,10,Lando,+1.966,00:03:30
76,11,Esteban,- -,00:03:30
76,12,Sebastian,- -,00:03:30
76,13,Carlos,- -,00:03:30
76,14,Romain,- -,00:03:30
76,15,George,- -,00:03:30
76,16,Daniil,- -,00:03:30
76,17,Kevin,- -,00:03:30
76,18,Nicholas,- -,00:03:30
76,19,Antonio,- -,00:03:30
76,20,Kimi,- -,00:03:30
77,1,Lewis,1:25.284,00:03:27
77,2,Valtteri,+0.116,00:03:27
77,3,Daniel,+1.013,00:03:27
77,4,Nico,+1.132,00:03:27
77,5,Max,+1.148,00:03:27
77,6,Alexander,+1.489,00:03:27
77,7,Charles,+1.525,00:03:27
77,8,Lance,+1.612,00:03:27
77,9,Pierre,+1.872,00:03:27
77,10,Lando,+1.966,00:03:27
77,11,Esteban,- -,00:03:27
77,12,Sebastian,- -,00:03:27
77,13,Carlos,- -,00:03:27
77,14,Romain,- -,00:03:27
77,15,George,- -,00:03:27
77,16,Daniil,- -,00:03:27
77,17,Kevin,- -,00:03:27
77,18,Nicholas,- -,00:03:27
77,19,Antonio,- -,00:03:27
77,20,Kimi,- -,00:03:27
78,1,Lewis,1:25.284,00:03:24
78,2,Valtteri,+0.116,00:03:24
78,3,Daniel,+1.013,00:03:24
78,4,Nico,+1.132,00:03:24
78,5,Max,+1.148,00:03:24
78,6,Alexander,+1.489,00:03:24
78,7,Charles,+1.525,00:03:24
78,8,Lance,+1.612,00:03:24
78,9,Pierre,+1.872,00:03:24
78,10,Lando,+1.966,00:03:24
78,11,Esteban,- -,00:03:24
78,12,Sebastian,- -,00:03:24
78,13,Carlos,- -,00:03:24
78,14,Romain,- -,00:03:24
78,15,George,- -,00:03:24
78,16,Daniil,- -,00:03:24
78,17,Kevin,- -,00:03:24
78,18,Nicholas,- -,00:03:24
78,19,Antonio,- -,00:03:24
78,20,Kimi,- -,00:03:24
79,1,Lewis,1:25.284,00:03:21
79,2,Valtteri,+0.116,00:03:21
79,3,Daniel,+1.013,00:03:21
79,4,Nico,+1.132,00:03:21
79,5,Max,+1.148,00:03:21
79,6,Alexander,+1.489,00:03:21
79,7,Charles,+1.525,00:03:21
79,8,Lance,+1.612,00:03:21
79,9,Pierre,+1.872,00:03:21
79,10,Lando,+1.966,00:03:21
79,11,Esteban,- -,00:03:21
79,12,Sebastian,- -,00:03:21
79,13,Carlos,- -,00:03:21
79,14,Romain,- -,00:03:21
79,15,George,- -,00:03:21
79,16,Daniil,- -,00:03:21
79,17,Kevin,- -,00:03:21
79,18,Nicholas,- -,00:03:21
79,19,Antonio,- -,00:03:21
79,20,Kimi,- -,00:03:21
80,1,Lewis,1:25.284,00:03:18
80,2,Valtteri,+0.116,00:03:18
80,3,Daniel,+1.013,00:03:18
80,4,Nico,+1.132,00:03:18
80,5,Max,+1.148,00:03:18
80,6,Alexander,+1.489,00:03:18
80,7,Charles,+1.525,00:03:18
80,8,Lance,+1.612,00:03:18
80,9,Pierre,+1.872,00:03:18
80,10,Lando,+1.966,00:03:18
80,11,Esteban,- -,00:03:18
80,12,Sebastian,- -,00:03:18
80,13,Carlos,- -,00:03:18
80,14,Romain,- -,00:03:18
80,15,George,- -,00:03:18
80,16,Daniil,- -,00:03:18
80,17,Kevin,- -,00:03:18
80,18,Nicholas,- -,00:03:18
80,19,Antonio,- -,00:03:18
80,20,Kimi,- -,00:03:18
81,1,Lewis,1:25.284,00:03:14
81,2,Valtteri,+0.116,00:03:14
81,3,Daniel,+1.013,00:03:14
81,4,Nico,+1.132,00:03:14
81,5,Max,+1.148,00:03:14
81,6,Alexander,+1.489,00:03:14
81,7,Charles,+1.525,00:03:14
81,8,Lance,+1.612,00:03:14
81,9,Pierre,+1.872,00:03:14
81,10,Lando,+1.966,00:03:14
81,11,Esteban,- -,00:03:14
