Date,Open,High,Low,Close,Adj Close,Volume
2012-05-01,41.7923601204686,44.72428631493483,26.66561329816687,29.418642044067383,1251513200,29.418642044067383
2012-06-01,28.712991997597797,33.24505450041854,25.363640858539227,30.909452438354492,667910500,30.909452438354492
2012-07-01,31.05853208211492,32.678546177088954,21.477596712036064,21.576982498168945,520189700,21.576982498168945
2012-08-01,21.368272595824468,22.312452840881747,17.91953346861133,17.94934844970703,1151944900,17.94934844970703
2012-09-01,17.96922486257213,23.226814263868896,17.442471457935024,21.52729034423828,1058643700,21.52729034423828
2012-10-01,21.944717600442868,24.10142226673606,18.684813205225236,20.980661392211914,1100938300,20.980661392211914
2012-11-01,20.95084384420001,27.828445434570312,18.75438531088938,27.828445434570312,1527490200,27.828445434570312
2012-12-01,27.828445531692044,28.703052985739475,24.995906946655193,26.45690155029297,1191832200,26.45690155029297
2013-01-01,27.27187639772714,32.310810446768805,27.251998482223758,30.790185928344727,1675851700,30.790185928344727
2013-02-01,30.82000308115302,30.82994203899486,26.17861592610513,27.083040237426758,957639800,27.083040237426758
2013-03-01,26.884265818835342,28.504279986531024,24.568541638667615,25.42327308654785,727180500,25.42327308654785
2013-04-01,25.4729657784478,27.927833458038197,24.99590716301978,27.599855422973633,738509200,27.599855422973633
2013-05-01,27.6793652014988,28.89188965670079,23.117487687739473,24.200809478759766,982094800,24.200809478759766
2013-06-01,24.121298786757144,25.03566204615407,22.53110156663262,24.72756004333496,788331500,24.72756004333496
2013-07-01,24.817009551627418,38.07527817973734,24.002033948167927,36.574527740478516,1438017100,36.574527740478516
2013-08-01,37.07146625841637,42.00107597591765,35.799309890370886,41.03702163696289,1344994100,41.03702163696289
2013-09-01,41.58365037876912,51.283850101997544,41.18609962488621,49.922245025634766,1583083800,49.922245025634766
2013-10-01,49.66383542469989,54.494058850358726,44.982690675451416,49.90236282348633,2032635000,49.90236282348633
2013-11-01,50.5384422021582,51.770846431032794,43.28316982086714,46.72196960449219,1357311900,46.72196960449219
2013-12-01,46.61264339499416,58.22107988466396,45.976561515138386,54.31515884399414,1517533200,54.31515884399414
2014-01-01,54.494059073217215,62.98173171513488,51.532314160796865,62.1866340637207,1294714800,62.1866340637207
2014-02-01,62.64382612174008,71.00230331189708,60.328103554272154,68.04055786132812,1110774100,68.04055786132812
2014-03-01,66.54973880602515,72.14524137198156,57.6247592333681,59.870914459228516,1255440000,59.870914459228516
2014-04-01,60.08956846703431,63.518431520213085,54.32510507732838,59.413734436035156,1883965100,59.413734436035156
2014-05-01,60.059748212680105,63.906039613777274,55.91529565734065,62.91216278076172,1120155500,62.91216278076172
2014-06-01,62.84259742924177,67.58337270481817,61.41142148978148,66.87772369384766,863389800,66.87772369384766
2014-07-01,67.16595071644088,76.26982501988017,61.828849058382936,72.20488739013672,1028365000,72.20488739013672
2014-08-01,71.77751889456518,75.52441727044852,71.11162571514204,74.36158752441406,590763600,74.36158752441406
2014-09-01,74.55041800525535,79.22161820704336,72.62230190314695,78.55572509765625,720995800,78.55572509765625
2014-10-01,78.29732036561207,80.66274315907195,69.88915498260097,74.5305404663086,1083643000,74.5305404663086
2014-11-01,75.00760518852167,77.79044536042139,72.06574167857906,77.22393798828125,490965300,77.22393798828125
2014-12-01,76.7866312673715,81.66654382838256,73.94415383766227,77.5419692993164,534527100,77.5419692993164
2015-01-01,78.09853951292244,78.7644325805182,73.0894188527735,75.44490051269531,546210700,75.44490051269531
2015-02-01,75.64367523965325,80.87144938447153,72.99996939890565,78.48615264892578,475148700,78.48615264892578
2015-03-01,78.51596763028523,85.5426494933858,76.7866307195448,81.71623992919922,575349900,81.71623992919922
2015-04-01,81.99453418800894,85.06559855610585,77.84014415251048,78.28738403320312,542124600,78.28738403320312
2015-05-01,78.75450783447468,81.34851741369374,76.31952160206087,78.70481872558594,421870700,78.70481872558594
2015-06-01,78.81413905546515,88.8522557460763,78.17806088459493,85.24449157714844,537740300,85.24449157714844
2015-07-01,86.2383595356788,98.63195744147383,84.70780174116418,93.43400573730469,790781000,93.43400573730469
2015-08-01,92.95695067944679,98.13502866785889,71.55886385408209,88.88207244873047,709884600,88.88207244873047
2015-09-01,86.31786651667257,95.89880140620423,85.19479278266665,89.34918212890625,635399800,89.34918212890625
2015-10-01,89.49826587000027,104.47593154062761,87.8186180888115,101.34523010253906,571590400,101.34523010253906
2015-11-01,101.09676176082176,109.97204786524894,99.8544205232628,103.601318359375,547232800,103.601318359375
2015-12-01,104.18771728571014,107.25878147766608,100.83836226062091,104.01876068115234,440304100,104.01876068115234
2016-01-01,101.32535207442929,112.14862873236423,88.82243515698575,111.52249145507812,792709100,111.52249145507812
2016-02-01,111.58211928438989,116.86952338424076,96.22678434211626,106.26490020751953,874152500,106.26490020751953
2016-03-01,107.16934338034484,116.27321747403789,103.76035817902765,113.40092468261719,521458900,113.40092468261719
2016-04-01,113.05306061157403,120.04992786615556,105.65864261633394,116.8595962524414,741613800,116.8595962524414
2016-05-01,117.10806279964,120.33815019830216,115.17000581085294,118.0820541381836,460544200,118.0820541381836
2016-06-01,117.77396449727844,118.70820765475975,107.56689091054703,113.57981872558594,450876100,113.57981872558594
2016-07-01,113.50029713196265,127.54372791595961,112.277837549849,123.18062591552734,470108600,123.18062591552734
2016-08-01,123.09117116469713,125.95353029552516,121.32207841447666,125.3472671508789,365670900,125.3472671508789
2016-09-01,125.60568833562853,131.17137656404338,124.83046847723529,127.48411560058594,376518100,127.48411560058594
2016-10-01,127.59341468946118,132.6820393611275,125.97339692151994,130.1874237060547,313284400,130.1874237060547
2016-11-01,130.60485044101463,131.1316019011392,112.85427861553057,117.6944351196289,644052900,117.6944351196289
2016-12-01,117.65469198240271,121.7494517844162,113.30153064019139,114.34510040283203,408728400,114.34510040283203
2017-01-01,115.31909078584121,132.3242595739925,114.80228012721,129.52154541015625,378958900,129.52154541015625
2017-02-01,131.4397132295419,136.33950017493643,129.50166378020023,134.7095489501953,384700500,134.7095489501953
2017-03-01,135.63384404651828,142.07413658018464,135.24623419878134,141.17965698242188,342098600,141.17965698242188
2017-04-01,141.06037673639278,150.60156286698756,137.95949806833326,149.32940673828125,275586300,149.32940673828125
2017-05-01,150.8103114563449,152.6589160510557,143.5351529980312,150.5320281982422,403586900,150.5320281982422
2017-06-01,150.82024872089644,155.54114612731658,143.67429843083553,150.05496215820312,414757100,150.05496215820312
2017-07-01,150.79040576902491,174.41477012795917,146.89442560982863,168.21299743652344,419907600,168.21299743652344
2017-08-01,168.77953030576748,171.98973604285047,163.98905487787025,170.91635131835938,303622800,170.91635131835938
2017-09-01,171.34369881476437,172.9339016779221,160.57011915450107,169.8230743408203,304818300,169.8230743408203
2017-10-01,170.33988014500932,179.69222801639054,167.25886800893284,178.95675659179688,318146600,178.95675659179688
2017-11-01,181.24269172041235,183.12111119608312,172.93391233714226,176.09442138671875,350998700,176.09442138671875
2017-12-01,174.95147191704916,181.16317848447633,167.97447885423117,175.37884521484375,317095800,175.37884521484375
2018-01-01,176.59135660036168,189.49183973436237,174.72288557500153,185.74493408203125,495655700,185.74493408203125
2018-02-01,187.0668006310078,194.12330587822595,166.15570160741117,177.2274627685547,516251600,177.2274627685547
2018-03-01,177.91321609317203,184.95978781548445,148.10697187815015,158.81097412109375,996201700,158.81097412109375
2018-04-01,156.84310578888412,176.01492568423842,149.58782938929534,170.9461669921875,750072700,170.9461669921875
2018-05-01,170.9461582270716,191.53920826857993,169.18699874786986,190.60496520996094,401144100,190.60496520996094
2018-06-01,191.88709885390506,202.30288535554328,185.2877664930973,193.1294403076172,387265600,193.1294403076172
2018-07-01,192.18521055393688,217.28050294170393,165.53947876588813,171.52259826660156,647030700,171.52259826660156
