index,pos,driver,gap,time_remaining
4,17,Kevin,- -,00:12:36
4,18,Nicholas,- -,00:12:36
4,19,Antonio,- -,00:12:36
4,20,Kimi,- -,00:12:36
5,1,Valtteri,- -,00:12:32
5,2,Lewis,- -,00:12:32
5,3,Alexander,- -,00:12:32
5,4,Max,- -,00:12:32
5,5,Pierre,- -,00:12:32
5,6,Lance,- -,00:12:32
5,7,Lando,- -,00:12:32
5,8,Esteban,- -,00:12:32
5,9,Nico,- -,00:12:32
5,10,Daniel,- -,00:12:32
5,11,Carlos,- -,00:12:32
5,12,Romain,- -,00:12:32
5,13,Charles,- -,00:12:32
5,14,Sebastian,- -,00:12:32
5,15,George,- -,00:12:32
5,16,Daniil,- -,00:12:32
5,17,Kevin,- -,00:12:32
5,18,Nicholas,- -,00:12:32
5,19,Antonio,- -,00:12:32
5,20,Kimi,- -,00:12:32
6,1,Valtteri,- -,00:12:28
6,2,Lewis,- -,00:12:28
6,3,Alexander,- -,00:12:28
6,4,Max,- -,00:12:28
6,5,Pierre,- -,00:12:28
6,6,Lance,- -,00:12:28
6,7,Lando,- -,00:12:28
6,8,Esteban,- -,00:12:28
6,9,Nico,- -,00:12:28
6,10,Daniel,- -,00:12:28
6,11,Carlos,- -,00:12:28
6,12,Romain,- -,00:12:28
6,13,Charles,- -,00:12:28
6,14,Sebastian,- -,00:12:28
6,15,George,- -,00:12:28
6,16,Daniil,- -,00:12:28
6,17,Kevin,- -,00:12:28
6,18,Nicholas,- -,00:12:28
6,19,Antonio,- -,00:12:28
6,20,Kimi,- -,00:12:28
7,1,Romain,- -,00:12:23
7,2,Valtteri,- -,00:12:23
7,3,Lewis,- -,00:12:23
7,4,Alexander,- -,00:12:23
7,5,Max,- -,00:12:23
7,6,Pierre,- -,00:12:23
7,7,Lance,- -,00:12:23
7,8,Lando,- -,00:12:23
7,9,Esteban,- -,00:12:23
7,10,Nico,- -,00:12:23
7,11,Daniel,- -,00:12:23
7,12,Carlos,- -,00:12:23
7,13,Charles,- -,00:12:23
7,14,Sebastian,- -,00:12:23
7,15,George,- -,00:12:23
7,16,Daniil,- -,00:12:23
7,17,Kevin,- -,00:12:23
7,18,Nicholas,- -,00:12:23
7,19,Antonio,- -,00:12:23
7,20,Kimi,- -,00:12:23
8,1,Romain,- -,00:12:20
8,2,Valtteri,- -,00:12:20
8,3,Lewis,- -,00:12:20
8,4,Alexander,- -,00:12:20
8,5,Max,- -,00:12:20
8,6,Pierre,- -,00:12:20
8,7,Lance,- -,00:12:20
8,8,Lando,- -,00:12:20
8,9,Esteban,- -,00:12:20
8,10,Nico,- -,00:12:20
8,11,Daniel,- -,00:12:20
8,12,Carlos,- -,00:12:20
8,13,Charles,- -,00:12:20
8,14,Sebastian,- -,00:12:20
8,15,George,- -,00:12:20
8,16,Daniil,- -,00:12:20
8,17,Kevin,- -,00:12:20
8,18,Nicholas,- -,00:12:20
8,19,Antonio,- -,00:12:20
8,20,Kimi,- -,00:12:20
9,1,Esteban,- -,00:12:14
9,2,Romain,- -,00:12:14
9,3,Valtteri,- -,00:12:14
9,4,Lewis,- -,00:12:14
9,5,Alexander,- -,00:12:14
9,6,Max,- -,00:12:14
9,7,Pierre,- -,00:12:14
9,8,Lance,- -,00:12:14
9,9,Lando,- -,00:12:14
9,10,Nico,- -,00:12:14
9,11,Daniel,- -,00:12:14
9,12,Carlos,- -,00:12:14
9,13,Charles,- -,00:12:14
9,14,Sebastian,- -,00:12:14
9,15,George,- -,00:12:14
9,16,Daniil,- -,00:12:14
9,17,Kevin,- -,00:12:14
9,18,Nicholas,- -,00:12:14
9,19,Antonio,- -,00:12:14
9,20,Kimi,- -,00:12:14
10,1,Esteban,- -,00:12:09
10,2,Romain,- -,00:12:09
10,3,Valtteri,- -,00:12:09
10,4,Lewis,- -,00:12:09
10,5,Alexander,- -,00:12:09
10,6,Max,- -,00:12:09
10,7,Pierre,- -,00:12:09
10,8,Lance,- -,00:12:09
10,9,Lando,- -,00:12:09
10,10,Nico,- -,00:12:09
10,11,Daniel,- -,00:12:09
10,12,Carlos,- -,00:12:09
10,13,Charles,- -,00:12:09
10,14,Sebastian,- -,00:12:09
10,15,George,- -,00:12:09
10,16,Daniil,- -,00:12:09
10,17,Kevin,- -,00:12:09
10,18,Nicholas,- -,00:12:09
10,19,Antonio,- -,00:12:09
10,20,Kimi,- -,00:12:09
11,1,Esteban,- -,00:12:05
11,2,Romain,- -,00:12:05
11,3,Valtteri,- -,00:12:05
11,4,Lewis,- -,00:12:05
11,5,Alexander,- -,00:12:05
11,6,Max,- -,00:12:05
11,7,Pierre,- -,00:12:05
11,8,Lance,- -,00:12:05
11,9,Lando,- -,00:12:05
11,10,Nico,- -,00:12:05
11,11,Daniel,- -,00:12:05
11,12,Carlos,- -,00:12:05
11,13,Charles,- -,00:12:05
11,14,Sebastian,- -,00:12:05
11,15,George,- -,00:12:05
11,16,Daniil,- -,00:12:05
11,17,Kevin,- -,00:12:05
11,18,Nicholas,- -,00:12:05
11,19,Antonio,- -,00:12:05
11,20,Kimi,- -,00:12:05
12,1,Esteban,- -,00:12:01
12,2,Romain,- -,00:12:01
12,3,Valtteri,- -,00:12:01
12,4,Lewis,- -,00:12:01
12,5,Alexander,- -,00:12:01
12,6,Max,- -,00:12:01
12,7,Pierre,- -,00:12:01
12,8,Lance,- -,00:12:01
12,9,Lando,- -,00:12:01
12,10,Nico,- -,00:12:01
12,11,Daniel,- -,00:12:01
12,12,Carlos,- -,00:12:01
12,13,Charles,- -,00:12:01
12,14,Sebastian,- -,00:12:01
12,15,George,- -,00:12:01
12,16,Daniil,- -,00:12:01
12,17,Kevin,- -,00:12:01
12,18,Nicholas,- -,00:12:01
12,19,Antonio,- -,00:12:01
12,20,Kimi,- -,00:12:01
13,1,Esteban,- -,00:11:56
13,2,Romain,- -,00:11:56
13,3,Valtteri,- -,00:11:56
13,4,Lewis,- -,00:11:56
13,5,Alexander,- -,00:11:56
13,6,Max,- -,00:11:56
13,7,Pierre,- -,00:11:56
13,8,Lance,- -,00:11:56
13,9,Lando,- -,00:11:56
13,10,Nico,- -,00:11:56
13,11,Daniel,- -,00:11:56
13,12,Carlos,- -,00:11:56
13,13,Charles,- -,00:11:56
13,14,Sebastian,- -,00:11:56
13,15,George,- -,00:11:56
13,16,Daniil,- -,00:11:56
13,17,Kevin,- -,00:11:56
13,18,Nicholas,- -,00:11:56
13,19,Antonio,- -,00:11:56
13,20,Kimi,- -,00:11:56
14,1,Esteban,- -,00:11:50
14,2,Romain,- -,00:11:50
14,3,Valtteri,- -,00:11:50
14,4,Lewis,- -,00:11:50
14,5,Alexander,- -,00:11:50
14,6,Max,- -,00:11:50
14,7,Pierre,- -,00:11:50
14,8,Lance,- -,00:11:50
14,9,Lando,- -,00:11:50
14,10,Nico,- -,00:11:50
14,11,Daniel,- -,00:11:50
14,12,Carlos,- -,00:11:50
14,13,Charles,- -,00:11:50
14,14,Sebastian,- -,00:11:50
14,15,George,- -,00:11:50
14,16,Daniil,- -,00:11:50
14,17,Kevin,- -,00:11:50
14,18,Nicholas,- -,00:11:50
14,19,Antonio,- -,00:11:50
14,20,Kimi,- -,00:11:50
15,1,Esteban,- -,00:11:47
15,2,Romain,- -,00:11:47
15,3,Valtteri,- -,00:11:47
15,4,Lewis,- -,00:11:47
15,5,Alexander,- -,00:11:47
15,6,Max,- -,00:11:47
15,7,Pierre,- -,00:11:47
15,8,Lance,- -,00:11:47
15,9,Lando,- -,00:11:47
15,10,Nico,- -,00:11:47
15,11,Daniel,- -,00:11:47
15,12,Carlos,- -,00:11:47
15,13,Charles,- -,00:11:47
15,14,Sebastian,- -,00:11:47
15,15,George,- -,00:11:47
15,16,Daniil,- -,00:11:47
15,17,Kevin,- -,00:11:47
15,18,Nicholas,- -,00:11:47
15,19,Antonio,- -,00:11:47
15,20,Kimi,- -,00:11:47
16,1,Esteban,- -,00:11:42
16,2,Romain,- -,00:11:42
16,3,Valtteri,- -,00:11:42
16,4,Lewis,- -,00:11:42
16,5,Alexander,- -,00:11:42
16,6,Max,- -,00:11:42
16,7,Pierre,- -,00:11:42
16,8,Lance,- -,00:11:42
16,9,Lando,- -,00:11:42
16,10,Nico,- -,00:11:42
16,11,Daniel,- -,00:11:42
16,12,Carlos,- -,00:11:42
16,13,Charles,- -,00:11:42
16,14,Sebastian,- -,00:11:42
16,15,George,- -,00:11:42
16,16,Daniil,- -,00:11:42
16,17,Kevin,- -,00:11:42
16,18,Nicholas,- -,00:11:42
16,19,Antonio,- -,00:11:42
16,20,Kimi,- -,00:11:42
17,1,Lewis,- -,00:11:38
17,2,Esteban,- -,00:11:38
17,3,Romain,- -,00:11:38
17,4,Valtteri,- -,00:11:38
17,5,Alexander,- -,00:11:38
17,6,Max,- -,00:11:38
17,7,Pierre,- -,00:11:38
17,8,Lance,- -,00:11:38
17,9,Lando,- -,00:11:38
17,10,Nico,- -,00:11:38
17,11,Daniel,- -,00:11:38
17,12,Carlos,- -,00:11:38
17,13,Charles,- -,00:11:38
17,14,Sebastian,- -,00:11:38
17,15,George,- -,00:11:38
17,16,Daniil,- -,00:11:38
17,17,Kevin,- -,00:11:38
17,18,Nicholas,- -,00:11:38
17,19,Antonio,- -,00:11:38
17,20,Kimi,- -,00:11:38
18,1,Valtteri,- -,00:11:32
18,2,Lewis,- -,00:11:32
18,3,Esteban,- -,00:11:32
18,4,,- -,00:11:32
1,1,Valtteri,- -,00:11:10
1,2,Lewis,- -,00:11:10
1,3,Max,- -,00:11:10
1,4,Pierre,- -,00:11:10
1,5,Lando,- -,00:11:10
1,6,Esteban,- -,00:11:10
1,7,Daniel,- -,00:11:10
1,8,Romain,- -,00:11:10
1,9,Alexander,- -,00:11:10
1,10,Lance,- -,00:11:10
1,11,Nico,- -,00:11:10
1,12,Carlos,- -,00:11:10
1,13,Charles,- -,00:11:10
1,14,Sebastian,- -,00:11:10
1,15,George,- -,00:11:10
1,16,Daniil,- -,00:11:10
1,17,Kevin,- -,00:11:10
1,18,Nicholas,- -,00:11:10
1,19,Antonio,- -,00:11:10
1,20,Kimi,- -,00:11:10
2,1,Valtteri,- -,00:11:06
2,2,Lewis,- -,00:11:06
2,3,Max,- -,00:11:06
2,4,Pierre,- -,00:11:06
2,5,Lando,- -,00:11:06
2,6,Esteban,- -,00:11:06
2,7,Daniel,- -,00:11:06
2,8,Carlos,- -,00:11:06
2,9,Romain,- -,00:11:06
2,10,Alexander,- -,00:11:06
2,11,Lance,- -,00:11:06
2,12,Nico,- -,00:11:06
2,13,Charles,- -,00:11:06
2,14,Sebastian,- -,00:11:06
2,15,George,- -,00:11:06
2,16,Daniil,- -,00:11:06
2,17,Kevin,- -,00:11:06
2,18,Nicholas,- -,00:11:06
2,19,Antonio,- -,00:11:06
2,20,Kimi,- -,00:11:06
3,1,Valtteri,- -,00:11:02
3,2,Lewis,- -,00:11:02
3,3,Alexander,- -,00:11:02
3,4,Max,- -,00:11:02
3,5,Pierre,- -,00:11:02
3,6,Lando,- -,00:11:02
3,7,Esteban,- -,00:11:02
3,8,Daniel,- -,00:11:02
3,9,Carlos,- -,00:11:02
3,10,Romain,- -,00:11:02
3,11,Lance,- -,00:11:02
3,12,Nico,- -,00:11:02
3,13,Charles,- -,00:11:02
3,14,Sebastian,- -,00:11:02
3,15,George,- -,00:11:02
3,16,Daniil,- -,00:11:02
3,17,Kevin,- -,00:11:02
3,18,Nicholas,- -,00:11:02
3,19,Antonio,- -,00:11:02
3,20,Kimi,- -,00:11:02
4,1,,01:28.8,00:10:57
1,1,Esteban,01:27.3,00:10:37
1,2,Romain,1.458,00:10:37
1,3,Valtteri,- -,00:10:37
1,4,Lewis,- -,00:10:37
1,5,Alexander,- -,00:10:37
1,6,Max,- -,00:10:37
1,7,Pierre,- -,00:10:37
1,8,Lance,- -,00:10:37
1,9,Lando,- -,00:10:37
1,10,Nico,- -,00:10:37
1,11,Daniel,- -,00:10:37
1,12,Carlos,- -,00:10:37
1,13,Charles,- -,00:10:37
1,14,Sebastian,- -,00:10:37
1,15,George,- -,00:10:37
1,16,Daniil,- -,00:10:37
1,17,Kevin,- -,00:10:37
1,18,Nicholas,- -,00:10:37
1,19,Antonio,- -,00:10:37
1,20,Kimi,- -,00:10:37
2,1,Esteban,01:27.3,00:10:33
2,2,Romain,1.458,00:10:33
2,3,Valtteri,- -,00:10:33
2,4,Lewis,- -,00:10:33
2,5,Alexander,- -,00:10:33
2,6,Max,- -,00:10:33
2,7,Pierre,- -,00:10:33
2,8,Lance,- -,00:10:33
2,9,Lando,- -,00:10:33
2,10,Nico,- -,00:10:33
2,11,Daniel,- -,00:10:33
2,12,Carlos,- -,00:10:33
2,13,Charles,- -,00:10:33
2,14,Sebastian,- -,00:10:33
2,15,George,- -,00:10:33
2,16,Daniil,- -,00:10:33
2,17,Kevin,- -,00:10:33
2,18,Nicholas,- -,00:10:33
2,19,Antonio,- -,00:10:33
2,20,Kimi,- -,00:10:33
3,1,Esteban,01:27.3,00:10:28
3,2,Romain,1.458,00:10:28
3,3,Valtteri,- -,00:10:28
3,4,Lewis,- -,00:10:28
3,5,Alexander,- -,00:10:28
3,6,Max,- -,00:10:28
3,7,Pierre,- -,00:10:28
3,8,Lance,- -,00:10:28
3,9,Lando,- -,00:10:28
3,10,Nico,- -,00:10:28
3,11,Daniel,- -,00:10:28
3,12,Carlos,- -,00:10:28
3,13,Charles,- -,00:10:28
3,14,Sebastian,- -,00:10:28
3,15,George,- -,00:10:28
3,16,Daniil,- -,00:10:28
3,17,Kevin,- -,00:10:28
3,18,Nicholas,- -,00:10:28
3,19,Antonio,- -,00:10:28
3,20,Kimi,- -,00:10:28
4,1,Esteban,01:27.3,00:10:25
4,2,Romain,1.458,00:10:25
4,3,Valtteri,- -,00:10:25
4,4,Lewis,- -,00:10:25
4,5,Alexander,- -,00:10:25
4,6,Max,- -,00:10:25
4,7,Pierre,- -,00:10:25
4,8,Lance,- -,00:10:25
4,9,Lando,- -,00:10:25
4,10,Nico,- -,00:10:25
4,11,Daniel,- -,00:10:25
4,12,Carlos,- -,00:10:25
4,13,Charles,- -,00:10:25
4,14,Sebastian,- -,00:10:25
4,15,George,- -,00:10:25
4,16,Daniil,- -,00:10:25
4,17,Kevin,- -,00:10:25
4,18,Nicholas,- -,00:10:25
4,19,Antonio,- -,00:10:25
4,20,Kimi,- -,00:10:25
5,1,Esteban,01:27.3,00:10:21
5,2,Romain,1.458,00:10:21
5,3,Valtteri,- -,00:10:21
5,4,Lewis,- -,00:10:21
5,5,Alexander,- -,00:10:21
5,6,Max,- -,00:10:21
5,7,Pierre,- -,00:10:21
5,8,Lance,- -,00:10:21
5,9,Lando,- -,00:10:21
5,10,Nico,- -,00:10:21
5,11,Daniel,- -,00:10:21
5,12,Carlos,- -,00:10:21
5,13,Charles,- -,00:10:21
5,14,Sebastian,- -,00:10:21
5,15,George,- -,00:10:21
5,16,Daniil,- -,00:10:21
5,17,Kevin,- -,00:10:21
5,18,Nicholas,- -,00:10:21
5,19,Antonio,- -,00:10:21
5,20,Kimi,- -,00:10:21
6,1,Esteban,01:26.3,00:10:17
6,2,Romain,1.026,00:10:17
6,3,Valtteri,2.484,00:10:17
6,4,Lewis,- -,00:10:17
6,5,Alexander,- -,00:10:17
6,6,Max,- -,00:10:17
6,7,Pierre,- -,00:10:17
6,8,Lance,- -,00:10:17
6,9,Lando,- -,00:10:17
6,10,Nico,- -,00:10:17
6,11,Daniel,- -,00:10:17
6,12,Carlos,- -,00:10:17
6,13,Sebastian,- -,00:10:17
6,14,Charles,- -,00:10:17
6,15,George,- -,00:10:17
6,16,Daniil,- -,00:10:17
6,17,Kevin,- -,00:10:17
6,18,Nicholas,- -,00:10:17
6,19,Antonio,- -,00:10:17
6,20,Kimi,- -,00:10:17
7,1,Lewis,01:26.3,00:10:14
7,2,Esteban,1.026,00:10:14
7,3,Romain,2.484,00:10:14
7,4,Valtteri,- -,00:10:14
7,5,Alexander,- -,00:10:14
7,6,Max,- -,00:10:14
7,7,Pierre,- -,00:10:14
7,8,Lance,- -,00:10:14
7,9,Lando,- -,00:10:14
7,10,Nico,- -,00:10:14
7,11,Daniel,- -,00:10:14
7,12,Carlos,- -,00:10:14
7,13,Sebastian,- -,00:10:14
7,14,Charles,- -,00:10:14
7,15,George,- -,00:10:14
7,16,Daniil,- -,00:10:14
7,17,Kevin,- -,00:10:14
7,18,Nicholas,- -,00:10:14
7,19,Antonio,- -,00:10:14
7,20,Kimi,- -,00:10:14
8,1,Lewis,01:25.8,00:10:10
8,2,Esteban,0.481,00:10:10
8,3,Romain,1.507,00:10:10
8,4,Valtteri,2.965,00:10:10
8,5,Alexander,- -,00:10:10
8,6,Max,- -,00:10:10
8,7,Pierre,- -,00:10:10
8,8,Lance,- -,00:10:10
8,9,Lando,- -,00:10:10
8,10,Nico,- -,00:10:10
8,11,Daniel,- -,00:10:10
8,12,Carlos,- -,00:10:10
8,13,Charles,- -,00:10:10
8,14,Sebastian,- -,00:10:10
8,15,George,- -,00:10:10
8,16,Daniil,- -,00:10:10
8,17,Kevin,- -,00:10:10
8,18,Nicholas,- -,00:10:10
8,19,Antonio,- -,00:10:10
8,20,Kimi,- -,00:10:10
9,1,Valtteri,01:25.8,00:10:06
9,2,Lewis,0.481,00:10:06
9,3,Esteban,1.507,00:10:06
9,4,Romain,2.965,00:10:06
9,5,Alexander,- -,00:10:06
9,6,Max,- -,00:10:06
9,7,Pierre,- -,00:10:06
9,8,Lance,- -,00:10:06
9,9,Lando,- -,00:10:06
9,10,Nico,- -,00:10:06
9,11,Daniel,- -,00:10:06
9,12,Carlos,- -,00:10:06
9,13,Charles,- -,00:10:06
9,14,Sebastian,- -,00:10:06
9,15,George,- -,00:10:06
9,16,Daniil,- -,00:10:06
9,17,Kevin,- -,00:10:06
9,18,Nicholas,- -,00:10:06
9,19,Antonio,- -,00:10:06
9,20,Kimi,- -,00:10:06
10,1,Valtteri,01:25.8,00:10:02
10,2,Lewis,0.481,00:10:02
10,3,Max,0.994,00:10:02
10,4,Esteban,1.507,00:10:02
10,5,Romain,2.965,00:10:02
10,6,Alexander,- -,00:10:02
10,7,Pierre,- -,00:10:02
10,8,Lance,- -,00:10:02
10,9,Lando,- -,00:10:02
10,10,Nico,- -,00:10:02
10,11,Daniel,- -,00:10:02
10,12,Carlos,- -,00:10:02
10,13,Charles,- -,00:10:02
10,14,Sebastian,- -,00:10:02
10,15,George,- -,00:10:02
10,16,Daniil,- -,00:10:02
10,17,Kevin,- -,00:10:02
10,18,Nicholas,- -,00:10:02
10,19,Antonio,- -,00:10:02
10,20,Kimi,- -,00:10:02
11,1,Valtteri,01:25.8,00:09:59
11,2,Lewis,0.481,00:09:59
11,3,Daniel,0.851,00:09:59
11,4,Max,0.994,00:09:59
11,5,Esteban,1.507,00:09:59
11,6,Romain,2.965,00:09:59
11,7,Alexander,- -,00:09:59
11,8,Pierre,- -,00:09:59
11,9,Lance,- -,00:09:59
11,10,Lando,- -,00:09:59
11,11,Nico,- -,00:09:59
11,12,Carlos,- -,00:09:59
11,13,Charles,- -,00:09:59
11,14,Sebastian,- -,00:09:59
11,15,George,- -,00:09:59
11,16,Daniil,- -,00:09:59
11,17,Kevin,- -,00:09:59
11,18,Nicholas,- -,00:09:59
11,19,Antonio,- -,00:09:59
11,20,Kimi,- -,00:09:59
12,1,Valtteri,01:25.8,00:09:55
12,2,Lewis,0.481,00:09:55
12,3,Daniel,0.851,00:09:55
12,4,Max,0.994,00:09:55
12,5,Esteban,1.283,00:09:55
12,6,Romain,1.507,00:09:55
12,7,Alexander,2.965,00:09:55
12,8,Pierre,- -,00:09:55
12,9,Lance,- -,00:09:55
12,10,Lando,- -,00:09:55
12,11,Nico,- -,00:09:55
12,12,Carlos,- -,00:09:55
12,13,Charles,- -,00:09:55
12,14,Sebastian,- -,00:09:55
12,15,George,- -,00:09:55
12,16,Daniil,- -,00:09:55
12,17,Kevin,- -,00:09:55
12,18,Nicholas,- -,00:09:55
12,19,Antonio,- -,00:09:55
12,20,Kimi,- -,00:09:55
13,1,Valtteri,01:25.8,00:09:51
13,2,Lewis,0.481,00:09:51
13,3,Daniel,0.851,00:09:51
13,4,Max,0.994,00:09:51
13,5,Lando,1.283,00:09:51
13,6,Esteban,1.507,00:09:51
13,7,Romain,1.592,00:09:51
13,8,Alexander,2.965,00:09:51
13,9,Pierre,- -,00:09:51
13,10,Lance,- -,00:09:51
13,11,Nico,- -,00:09:51
13,12,Carlos,- -,00:09:51
13,13,Charles,- -,00:09:51
13,14,Sebastian,- -,00:09:51
13,15,George,- -,00:09:51
13,16,Daniil,- -,00:09:51
13,17,Kevin,- -,00:09:51
13,18,Nicholas,- -,00:09:51
13,19,Antonio,- -,00:09:51
13,20,Kimi,- -,00:09:51
14,1,Valtteri,01:25.8,00:09:47
14,2,Lewis,0.481,00:09:47
14,3,Daniel,0.851,00:09:47
14,4,Max,0.994,00:09:47
14,5,Lando,1.283,00:09:47
14,6,Esteban,1.507,00:09:47
14,7,Pierre,1.592,00:09:47
14,8,Romain,2.965,00:09:47
14,9,Alexander,- -,00:09:47
14,10,Lance,- -,00:09:47
14,11,Nico,- -,00:09:47
14,12,Carlos,- -,00:09:47
14,13,Charles,- -,00:09:47
14,14,Sebastian,- -,00:09:47
14,15,George,- -,00:09:47
14,16,Daniil,- -,00:09:47
14,17,Kevin,- -,00:09:47
14,18,Nicholas,- -,00:09:47
14,19,Antonio,- -,00:09:47
14,20,Kimi,- -,00:09:47
15,1,Valtteri,01:25.8,00:09:44
15,2,Lewis,0.481,00:09:44
15,3,Daniel,0.851,00:09:44
15,4,Max,0.994,00:09:44
15,5,Lando,1.283,00:09:44
15,6,Esteban,1.507,00:09:44
15,7,Pierre,1.592,00:09:44
15,8,Carlos,1.69,00:09:44
15,9,Romain,2.965,00:09:44
15,10,Alexander,- -,00:09:44
15,11,Lance,- -,00:09:44
15,12,Nico,- -,00:09:44
15,13,Charles,- -,00:09:44
15,14,Sebastian,- -,00:09:44
15,15,George,- -,00:09:44
15,16,Daniil,- -,00:09:44
15,17,Kevin,- -,00:09:44
15,18,Nicholas,- -,00:09:44
15,19,Antonio,- -,00:09:44
15,20,Kimi,- -,00:09:44
16,1,Valtteri,01:25.8,00:09:39
16,2,Lewis,0.481,00:09:39
16,3,Daniel,0.851,00:09:39
16,4,Max,0.994,00:09:39
16,5,Lando,1.283,00:09:39
16,6,Esteban,1.507,00:09:39
16,7,Pierre,1.592,00:09:39
16,8,Carlos,1.592,00:09:39
16,9,Romain,1.69,00:09:39
16,10,Alexander,2.965,00:09:39
16,11,Lance,- -,00:09:39
16,12,Nico,- -,00:09:39
16,13,Charles,- -,00:09:39
16,14,Sebastian,- -,00:09:39
16,15,George,- -,00:09:39
16,16,Daniil,- -,00:09:39
16,17,Kevin,- -,00:09:39
16,18,Nicholas,- -,00:09:39
16,19,Antonio,- -,00:09:39
16,20,Kimi,- -,00:09:39
17,1,Valtteri,01:25.8,00:09:35
17,2,Lewis,0.481,00:09:35
17,3,Daniel,0.851,00:09:35
17,4,Max,0.994,00:09:35
17,5,Alexander,1.196,00:09:35
17,6,Lando,1.283,00:09:35
17,7,Esteban,1.507,00:09:35
17,8,Pierre,1.592,00:09:35
17,9,Carlos,1.69,00:09:35
17,10,Romain,2.965,00:09:35
17,11,Lance,- -,00:09:35
17,12,Nico,- -,00:09:35
17,13,Charles,- -,00:09:35
17,14,Sebastian,- -,00:09:35
17,15,George,- -,00:09:35
17,16,Daniil,- -,00:09:35
17,17,Kevin,- -,00:09:35
17,18,Nicholas,- -,00:09:35
17,19,Antonio,- -,00:09:35
17,20,Kimi,- -,00:09:35
18,1,Valtteri,01:25.8,00:09:32
18,2,Lewis,0.481,00:09:32
18,3,Daniel,0.851,00:09:32
18,4,Max,0.994,00:09:32
18,5,Alexander,1.196,00:09:32
18,6,Lando,1.283,00:09:32
18,7,Esteban,1.507,00:09:32
18,8,Pierre,1.592,00:09:32
18,9,Carlos,1.69,00:09:32
18,10,Romain,2.965,00:09:32
18,11,Lance,- -,00:09:32
18,12,Nico,- -,00:09:32
18,13,Charles,- -,00:09:32
18,14,Sebastian,- -,00:09:32
18,15,George,- -,00:09:32
18,16,Daniil,- -,00:09:32
18,17,Kevin,- -,00:09:32
18,18,Nicholas,- -,00:09:32
18,19,Antonio,- -,00:09:32
18,20,Kimi,- -,00:09:32
19,1,Valtteri,01:25.8,00:09:27
19,2,Lewis,0.481,00:09:27
19,3,Daniel,0.851,00:09:27
19,4,Max,0.994,00:09:27
19,5,Alexander,1.196,00:09:27
19,6,Lando,1.283,00:09:27
19,7,Esteban,1.507,00:09:27
19,8,Pierre,1.592,00:09:27
19,9,Carlos,1.69,00:09:27
19,10,Romain,2.965,00:09:27
19,11,Lance,- -,00:09:27
19,12,Nico,- -,00:09:27
19,13,Charles,- -,00:09:27
19,14,Sebastian,- -,00:09:27
19,15,George,- -,00:09:27
19,16,Daniil,- -,00:09:27
19,17,Kevin,- -,00:09:27
19,18,Nicholas,- -,00:09:27
