Date,Open,High,Low,Close,Adj Close,Volume
2012-05-18,41.79236457359019,44.724291080463374,37.767179134613514,37.99576950073242,573576400,37.99576950073242
2012-05-21,36.30618150999695,36.43538606880356,32.79781083674485,33.82149887084961,168192700,33.82149887084961
2012-05-22,32.41020052074436,33.38419564738151,30.750432464034663,30.8100643157959,101786600,30.8100643157959
2012-05-23,31.177800588234277,32.30087637901306,31.16786162956123,31.803939819335938,73600000,31.803939819335938
2012-05-24,32.748121208461704,33.00652656052296,31.57535058250828,32.82762908935547,50237200,32.82762908935547
2012-05-25,32.698424974228445,32.74811786863476,30.91939129867887,31.714488983154297,37149800,31.714488983154297
2012-05-29,31.287121783204867,31.495836100271205,28.47446125121676,28.663297653198242,78063400,28.663297653198242
2012-05-30,28.52415992302091,29.3689505768756,27.689306332399436,28.017284393310547,57267900,28.017284393310547
2012-05-31,28.375074225988154,29.48821285280686,26.66561329816687,29.418642044067383,111639200,29.418642044067383
2012-06-01,28.712990964516983,28.971398177406417,27.222181433305717,27.550159454345703,41855500,27.550159454345703
2012-06-04,27.033348686242654,27.480590437359506,26.27800491371672,26.735185623168945,35230300,26.735185623168945
2012-06-05,26.53641286824006,27.589917836951688,25.592232652878558,25.711498260498047,42473400,25.711498260498047
2012-06-06,25.910272698689337,27.00353354204107,25.36364322484477,26.64573860168457,61489200,26.64573860168457
2012-06-07,26.8345728441541,27.18242879719229,25.98978035696491,26.148799896240234,26159500,26.148799896240234
2012-06-08,26.387328647525568,27.5899160205019,26.2780039013731,26.9339599609375,38034000,26.9339599609375
2012-06-11,27.013469524694642,27.898015923492387,26.675552539514346,26.844511032104492,28219600,26.844511032104492
2012-06-12,27.31163028011302,27.599854367366138,26.79481585200131,27.232120513916016,15816800,27.232120513916016
2012-06-13,27.49053044377129,27.927835148887485,26.93396202540866,27.102920532226562,17102800,27.102920532226562
2012-06-14,27.48058867806695,28.146483678606778,27.212242507178736,28.116668701171875,16855000,28.116668701171875
2012-06-15,28.335322177566454,29.915580550918445,28.176302633954148,29.82613182067871,43563800,29.82613182067871
2012-06-18,29.776435511854707,31.883449096553747,29.229806095487657,31.217552185058594,42978900,31.217552185058594
2012-06-19,31.346757014957813,31.982835162538155,30.51190349842741,31.714488983154297,30849000,31.714488983154297
2012-06-20,31.724426387314267,31.734365344841205,30.959143718701,31.406387329101562,15553600,31.406387329101562
2012-06-21,31.475958048262193,32.300872564072,31.316938519599745,31.644916534423828,21875300,31.644916534423828
2012-06-22,32.21142551443876,33.24505440006592,31.863571462220392,32.847503662109375,74834000,32.847503662109375
2012-06-25,32.65866688927051,32.81768641519591,31.356691914220733,31.863569259643555,24352900,31.863569259643555
2012-06-26,32.48970990862576,33.23511472524023,32.30087538662708,32.89719772338867,24858700,32.89719772338867
2012-06-27,32.261122111880866,32.698428732093404,31.704553668784474,32.03253173828125,28568000,32.03253173828125
2012-06-28,31.764182355628257,31.99277270639755,30.710677433926914,31.16786003112793,17713300,31.16786003112793
2012-06-29,31.724426083794302,31.793996890154933,30.571533560972266,30.90945053100586,19526900,30.90945053100586
2012-07-02,31.05853291481175,31.53559152542428,30.362821019255005,30.58147430419922,14122000,30.58147430419922
2012-07-03,30.72061268128175,31.24736602633598,30.611286050353346,31.00883674621582,8763600,31.00883674621582
2012-07-05,31.12810675404772,31.4362068997558,30.82994556731895,31.27718734741211,10032100,31.27718734741211
2012-07-06,31.24736892943853,31.704549618228615,31.068471478812015,31.53559112548828,10945600,31.53559112548828
2012-07-09,31.903323857362583,32.67854742585714,31.79399910930624,31.9728946685791,17785200,31.9728946685791
2012-07-10,32.23130655713685,32.28099945637078,30.96908720170403,31.27718734741211,14269500,31.27718734741211
2012-07-11,31.28712414085338,31.366633911521955,30.362821872042126,30.780248641967773,13030300,30.780248641967773
2012-07-12,30.511902521079787,31.20761249879542,30.41251483978831,30.621227264404297,11300700,30.621227264404297
2012-07-13,30.849821219915533,30.879636199001485,30.372760702253345,30.531780242919922,8108300,30.531780242919922
