index,pos,driver,gap,time_remaining
4,17,Alexander,- -,00:10:55
4,18,Esteban,- -,00:10:55
4,19,Lance,- -,00:10:55
4,20,Daniel,- -,00:10:55
5,1,Nico,1:27.279,00:10:51
5,2,George,+1.163,00:10:51
5,3,Romain,+1.177,00:10:51
5,4,Kevin,+1.519,00:10:51
5,5,Kimi,+1.539,00:10:51
5,6,Antonio,+1.642,00:10:51
5,7,Lewis,- -,00:10:51
5,8,Valtteri,- -,00:10:51
5,9,Lando,- -,00:10:51
5,10,Charles,- -,00:10:51
5,11,Max,- -,00:10:51
5,12,Carlos,- -,00:10:51
5,13,Pierre,- -,00:10:51
5,14,Daniil,- -,00:10:51
5,15,Sebastian,- -,00:10:51
5,16,Nicholas,- -,00:10:51
5,17,Alexander,- -,00:10:51
5,18,Esteban,- -,00:10:51
5,19,Lance,- -,00:10:51
5,20,Daniel,- -,00:10:51
6,1,Nico,1:27.279,00:10:47
6,2,Lando,+0.724,00:10:47
6,3,George,+1.163,00:10:47
6,4,Romain,+1.177,00:10:47
6,5,Kevin,+1.519,00:10:47
6,6,Kimi,+1.539,00:10:47
6,7,Antonio,+1.642,00:10:47
6,8,Lewis,- -,00:10:47
6,9,Valtteri,- -,00:10:47
6,10,Charles,- -,00:10:47
6,11,Max,- -,00:10:47
6,12,Carlos,- -,00:10:47
6,13,Pierre,- -,00:10:47
6,14,Daniil,- -,00:10:47
6,15,Sebastian,- -,00:10:47
6,16,Nicholas,- -,00:10:47
6,17,Alexander,- -,00:10:47
6,18,Esteban,- -,00:10:47
6,19,Lance,- -,00:10:47
6,20,Daniel,- -,00:10:47
7,1,Nico,1:27.279,00:10:41
7,2,Lando,+0.724,00:10:41
7,3,Sebastian,+1.008,00:10:41
7,4,George,+1.163,00:10:41
7,5,Romain,+1.177,00:10:41
7,6,Kevin,+1.519,00:10:41
7,7,Kimi,+1.539,00:10:41
7,8,Antonio,+1.642,00:10:41
7,9,Lewis,- -,00:10:41
7,10,Valtteri,- -,00:10:41
7,11,Charles,- -,00:10:41
7,12,Max,- -,00:10:41
7,13,Alexander,- -,00:10:41
7,14,Carlos,- -,00:10:41
7,15,Pierre,- -,00:10:41
7,16,Daniil,- -,00:10:41
7,17,Nicholas,- -,00:10:41
7,18,Esteban,- -,00:10:41
7,19,Lance,- -,00:10:41
7,20,Daniel,- -,00:10:41
8,1,Nico,1:27.279,00:10:37
8,2,Lando,+0.724,00:10:37
8,3,Sebastian,+1.008,00:10:37
8,4,George,+1.163,00:10:37
8,5,Romain,+1.177,00:10:37
8,6,Kevin,+1.519,00:10:37
8,7,Kimi,+1.539,00:10:37
8,8,Antonio,+1.642,00:10:37
8,9,Lewis,- -,00:10:37
8,10,Valtteri,- -,00:10:37
8,11,Charles,- -,00:10:37
8,12,Max,- -,00:10:37
8,13,Alexander,- -,00:10:37
8,14,Carlos,- -,00:10:37
8,15,Pierre,- -,00:10:37
8,16,Daniil,- -,00:10:37
8,17,Nicholas,- -,00:10:37
8,18,Esteban,- -,00:10:37
8,19,Lance,- -,00:10:37
8,20,Daniel,- -,00:10:37
9,1,Nico,1:27.279,00:10:32
9,2,Charles,+0.458,00:10:32
9,3,Lando,+0.724,00:10:32
9,4,Sebastian,+1.008,00:10:32
9,5,George,+1.163,00:10:32
9,6,Romain,+1.177,00:10:32
9,7,Kevin,+1.519,00:10:32
9,8,Kimi,+1.539,00:10:32
9,9,Antonio,+1.642,00:10:32
9,10,Lewis,- -,00:10:32
9,11,Valtteri,- -,00:10:32
9,12,Max,- -,00:10:32
9,13,Alexander,- -,00:10:32
9,14,Carlos,- -,00:10:32
9,15,Pierre,- -,00:10:32
9,16,Daniil,- -,00:10:32
9,17,Nicholas,- -,00:10:32
9,18,Esteban,- -,00:10:32
9,19,Lance,- -,00:10:32
9,20,Daniel,- -,00:10:32
10,1,Nico,1:27.279,00:10:28
10,2,Charles,+0.458,00:10:28
10,3,Lando,+0.724,00:10:28
10,4,Sebastian,+1.008,00:10:28
10,5,George,+1.163,00:10:28
10,6,Romain,+1.177,00:10:28
10,7,Kevin,+1.519,00:10:28
10,8,Kimi,+1.539,00:10:28
10,9,Antonio,+1.642,00:10:28
10,10,Lewis,- -,00:10:28
10,11,Valtteri,- -,00:10:28
10,12,Max,- -,00:10:28
10,13,Alexander,- -,00:10:28
10,14,Carlos,- -,00:10:28
10,15,Pierre,- -,00:10:28
10,16,Daniil,- -,00:10:28
10,17,Nicholas,- -,00:10:28
10,18,Esteban,- -,00:10:28
10,19,Lance,- -,00:10:28
10,20,Daniel,- -,00:10:28
11,1,Nico,1:27.279,00:10:24
11,2,Charles,+0.458,00:10:24
11,3,Lando,+0.724,00:10:24
11,4,Sebastian,+1.008,00:10:24
11,5,George,+1.163,00:10:24
11,6,Romain,+1.177,00:10:24
11,7,Kevin,+1.519,00:10:24
11,8,Kimi,+1.539,00:10:24
11,9,Antonio,+1.642,00:10:24
11,10,Lewis,- -,00:10:24
11,11,Valtteri,- -,00:10:24
11,12,Max,- -,00:10:24
11,13,Alexander,- -,00:10:24
11,14,Carlos,- -,00:10:24
11,15,Pierre,- -,00:10:24
11,16,Daniil,- -,00:10:24
11,17,Nicholas,- -,00:10:24
11,18,Lance,- -,00:10:24
11,19,Esteban,- -,00:10:24
11,20,Daniel,- -,00:10:24
12,1,Nico,1:27.279,00:10:19
12,2,Charles,+0.458,00:10:19
12,3,Lando,+0.724,00:10:19
12,4,Sebastian,+1.008,00:10:19
12,5,George,+1.163,00:10:19
12,6,Romain,+1.177,00:10:19
12,7,Kevin,+1.519,00:10:19
12,8,Kimi,+1.539,00:10:19
12,9,Antonio,+1.642,00:10:19
12,10,Lewis,- -,00:10:19
12,11,Valtteri,- -,00:10:19
12,12,Max,- -,00:10:19
12,13,Alexander,- -,00:10:19
12,14,Carlos,- -,00:10:19
12,15,Pierre,- -,00:10:19
12,16,Daniil,- -,00:10:19
12,17,Nicholas,- -,00:10:19
12,18,Lance,- -,00:10:19
12,19,Esteban,- -,00:10:19
12,20,Daniel,- -,00:10:19
13,1,Nico,1:27.279,00:10:15
13,2,Charles,+0.458,00:10:15
13,3,Lando,+0.724,00:10:15
13,4,Sebastian,+1.008,00:10:15
13,5,George,+1.163,00:10:15
13,6,Romain,+1.177,00:10:15
13,7,Kevin,+1.519,00:10:15
13,8,Kimi,+1.539,00:10:15
13,9,Antonio,+1.642,00:10:15
13,10,Lewis,- -,00:10:15
13,11,Valtteri,- -,00:10:15
13,12,Max,- -,00:10:15
13,13,Alexander,- -,00:10:15
13,14,Carlos,- -,00:10:15
13,15,Pierre,- -,00:10:15
13,16,Daniil,- -,00:10:15
13,17,Nicholas,- -,00:10:15
13,18,Lance,- -,00:10:15
13,19,Esteban,- -,00:10:15
13,20,Daniel,- -,00:10:15
14,1,Nico,1:27.279,00:10:12
14,2,Charles,+0.458,00:10:12
14,3,Lando,+0.724,00:10:12
14,4,Sebastian,+1.008,00:10:12
14,5,George,+1.163,00:10:12
14,6,Romain,+1.177,00:10:12
14,7,Kevin,+1.519,00:10:12
14,8,Kimi,+1.539,00:10:12
14,9,Antonio,+1.642,00:10:12
14,10,Lewis,- -,00:10:12
14,11,Valtteri,- -,00:10:12
14,12,Max,- -,00:10:12
14,13,Alexander,- -,00:10:12
14,14,Carlos,- -,00:10:12
14,15,Pierre,- -,00:10:12
14,16,Daniil,- -,00:10:12
14,17,Nicholas,- -,00:10:12
14,18,Lance,- -,00:10:12
14,19,Esteban,- -,00:10:12
14,20,Daniel,- -,00:10:12
15,1,Lewis,1:27.175,00:10:05
15,2,Nico,+0.056,00:10:05
15,3,Charles,+0.104,00:10:05
15,4,Lando,+0.562,00:10:05
15,5,Sebastian,+0.828,00:10:05
15,6,George,+1.112,00:10:05
15,7,Romain,+1.267,00:10:05
15,8,Kevin,+1.281,00:10:05
15,9,Kimi,+1.623,00:10:05
15,10,Antonio,+1.643,00:10:05
15,11,Valtteri,+1.746,00:10:05
15,12,Max,- -,00:10:05
15,13,Alexander,- -,00:10:05
15,14,Carlos,- -,00:10:05
15,15,Pierre,- -,00:10:05
15,16,Daniil,- -,00:10:05
15,17,Nicholas,- -,00:10:05
15,18,Lance,- -,00:10:05
15,19,Esteban,- -,00:10:05
15,20,Daniel,- -,00:10:05
16,1,Valtteri,1:27.175,00:10:01
16,2,Lewis,+0.056,00:10:01
16,3,Nico,+0.104,00:10:01
16,4,Charles,+0.562,00:10:01
16,5,Lando,+0.828,00:10:01
16,6,Sebastian,+1.112,00:10:01
16,7,George,+1.267,00:10:01
16,8,Romain,+1.281,00:10:01
16,9,Kevin,+1.623,00:10:01
16,10,Kimi,+1.643,00:10:01
16,11,Antonio,+1.746,00:10:01
16,12,Max,- -,00:10:01
16,13,Alexander,- -,00:10:01
16,14,Carlos,- -,00:10:01
16,15,Pierre,- -,00:10:01
16,16,Daniil,- -,00:10:01
16,17,Nicholas,- -,00:10:01
16,18,Lance,- -,00:10:01
16,19,Esteban,- -,00:10:01
16,20,Daniel,- -,00:10:01
17,1,Valtteri,1:27.175,00:09:55
17,2,Lewis,+0.056,00:09:55
17,3,Nico,+0.104,00:09:55
17,4,Charles,+0.562,00:09:55
17,5,Lando,+0.828,00:09:55
17,6,Sebastian,+1.112,00:09:55
17,7,George,+1.267,00:09:55
17,8,Romain,+1.281,00:09:55
17,9,Kevin,+1.623,00:09:55
17,10,Kimi,+1.643,00:09:55
17,11,Antonio,+1.746,00:09:55
17,12,Max,+2.914,00:09:55
17,13,Alexander,- -,00:09:55
17,14,Carlos,- -,00:09:55
17,15,Pierre,- -,00:09:55
17,16,Daniil,- -,00:09:55
17,17,Nicholas,- -,00:09:55
17,18,Lance,- -,00:09:55
17,19,Esteban,- -,00:09:55
17,20,Daniel,- -,00:09:55
18,1,Valtteri,1:27.175,00:09:50
18,2,Lewis,+0.056,00:09:50
18,3,Nico,+0.104,00:09:50
18,4,Charles,+0.415,00:09:50
18,5,Daniil,+0.562,00:09:50
18,6,Lando,+0.707,00:09:50
18,7,Sebastian,+0.828,00:09:50
18,8,George,+1.112,00:09:50
18,9,Romain,+1.267,00:09:50
18,10,Kevin,+1.281,00:09:50
18,11,Kimi,+1.623,00:09:50
18,12,Antonio,+1.643,00:09:50
18,13,Nicholas,+1.746,00:09:50
18,14,Max,+2.914,00:09:50
18,15,Alexander,- -,00:09:50
18,16,Carlos,- -,00:09:50
18,17,Pierre,- -,00:09:50
18,18,Lance,- -,00:09:50
18,19,Esteban,- -,00:09:50
18,20,Daniel,- -,00:09:50
19,1,Valtteri,1:27.175,00:09:45
19,2,Lewis,+0.056,00:09:45
19,3,Nico,+0.104,00:09:45
19,4,Pierre,+0.415,00:09:45
19,5,Charles,+0.562,00:09:45
19,6,Daniil,+0.707,00:09:45
19,7,Lando,+0.828,00:09:45
19,8,Sebastian,+1.112,00:09:45
19,9,George,+1.267,00:09:45
19,10,Romain,+1.281,00:09:45
19,11,Kevin,+1.623,00:09:45
19,12,Kimi,+1.643,00:09:45
19,13,Antonio,+1.746,00:09:45
19,14,Nicholas,+2.914,00:09:45
19,15,Max,- -,00:09:45
19,16,Alexander,- -,00:09:45
19,17,Carlos,- -,00:09:45
19,18,Lance,- -,00:09:45
19,19,Esteban,- -,00:09:45
19,20,Daniel,- -,00:09:45
20,1,Valtteri,1:27.175,00:09:40
20,2,Lewis,+0.056,00:09:40
20,3,Nico,+0.104,00:09:40
20,4,Pierre,+0.415,00:09:40
20,5,Charles,+0.562,00:09:40
20,6,Daniil,+0.707,00:09:40
20,7,Lando,+0.828,00:09:40
20,8,Sebastian,+1.112,00:09:40
20,9,George,+1.267,00:09:40
20,10,Romain,+1.281,00:09:40
20,11,Kevin,+1.623,00:09:40
20,12,Kimi,+1.643,00:09:40
20,13,Antonio,+1.746,00:09:40
20,14,Nicholas,+2.914,00:09:40
20,15,Max,- -,00:09:40
20,16,Alexander,- -,00:09:40
20,17,Carlos,- -,00:09:40
20,18,Lance,- -,00:09:40
20,19,Esteban,- -,00:09:40
20,20,Daniel,- -,00:09:40
21,1,Valtteri,1:27.175,00:09:35
21,2,Lewis,+0.056,00:09:35
21,3,Nico,+0.104,00:09:35
21,4,Pierre,+0.415,00:09:35
21,5,Charles,+0.562,00:09:35
21,6,Daniil,+0.707,00:09:35
21,7,Lando,+0.828,00:09:35
21,8,Carlos,+0.930,00:09:35
21,9,Sebastian,+1.112,00:09:35
21,10,George,+1.267,00:09:35
21,11,Romain,+1.281,00:09:35
21,12,Kevin,+1.623,00:09:35
21,13,Kimi,+1.643,00:09:35
21,14,Antonio,+1.746,00:09:35
21,15,Nicholas,+2.914,00:09:35
21,16,Max,- -,00:09:35
21,17,Alexander,- -,00:09:35
21,18,Lance,- -,00:09:35
21,19,Esteban,- -,00:09:35
21,20,Daniel,- -,00:09:35
22,1,Max,1:27.154,00:09:29
22,2,Valtteri,+0.021,00:09:29
22,3,Lewis,+0.077,00:09:29
22,4,Nico,+0.125,00:09:29
22,5,Pierre,+0.436,00:09:29
22,6,Charles,+0.583,00:09:29
22,7,Daniil,+0.728,00:09:29
22,8,Lando,+0.849,00:09:29
22,9,Carlos,+0.951,00:09:29
22,10,Sebastian,+1.133,00:09:29
22,11,George,+1.288,00:09:29
22,12,Romain,+1.302,00:09:29
22,13,Kevin,+1.644,00:09:29
22,14,Kimi,+1.664,00:09:29
22,15,Antonio,+1.767,00:09:29
22,16,Nicholas,+2.935,00:09:29
22,17,Alexander,- -,00:09:29
22,18,Lance,- -,00:09:29
22,19,Esteban,- -,00:09:29
22,20,Daniel,- -,00:09:29
23,1,Max,1:27.154,00:09:24
23,2,Valtteri,+0.021,00:09:24
23,3,Lewis,+0.077,00:09:24
23,4,Nico,+0.125,00:09:24
23,5,Pierre,+0.436,00:09:24
23,6,Charles,+0.583,00:09:24
23,7,Daniil,+0.728,00:09:24
23,8,Lando,+0.849,00:09:24
23,9,Carlos,+0.951,00:09:24
23,10,Sebastian,+1.133,00:09:24
23,11,George,+1.288,00:09:24
23,12,Romain,+1.302,00:09:24
23,13,Kevin,+1.644,00:09:24
23,14,Kimi,+1.664,00:09:24
23,15,Antonio,+1.767,00:09:24
23,16,Nicholas,+2.935,00:09:24
23,17,Alexander,- -,00:09:24
23,18,Lance,- -,00:09:24
23,19,Esteban,- -,00:09:24
23,20,Daniel,- -,00:09:24
24,1,Max,1:27.154,00:09:20
24,2,Valtteri,+0.021,00:09:20
24,3,Lewis,+0.077,00:09:20
24,4,Nico,+0.125,00:09:20
24,5,Pierre,+0.436,00:09:20
24,6,Charles,+0.583,00:09:20
24,7,Daniil,+0.728,00:09:20
24,8,Lando,+0.849,00:09:20
24,9,Carlos,+0.951,00:09:20
24,10,Sebastian,+1.133,00:09:20
24,11,George,+1.288,00:09:20
24,12,Romain,+1.302,00:09:20
24,13,Kevin,+1.644,00:09:20
24,14,Kimi,+1.664,00:09:20
24,15,Antonio,+1.767,00:09:20
24,16,Nicholas,+2.935,00:09:20
24,17,Alexander,- -,00:09:20
24,18,Lance,- -,00:09:20
24,19,Esteban,- -,00:09:20
24,20,Daniel,- -,00:09:20
25,1,Max,1:27.154,00:09:16
25,2,Valtteri,+0.021,00:09:16
25,3,Lewis,+0.077,00:09:16
25,4,Nico,+0.125,00:09:16
25,5,Pierre,+0.436,00:09:16
25,6,Charles,+0.583,00:09:16
25,7,Daniil,+0.728,00:09:16
25,8,Lando,+0.849,00:09:16
25,9,Carlos,+0.951,00:09:16
25,10,Sebastian,+1.133,00:09:16
25,11,George,+1.288,00:09:16
25,12,Romain,+1.302,00:09:16
25,13,Alexander,+1.328,00:09:16
25,14,Kevin,+1.644,00:09:16
25,15,Kimi,+1.664,00:09:16
25,16,Antonio,+1.767,00:09:16
25,17,Nicholas,+2.935,00:09:16
25,18,Lance,- -,00:09:16
25,19,Esteban,- -,00:09:16
25,20,Daniel,- -,00:09:16
26,1,Max,1:27.154,00:09:12
26,2,Valtteri,+0.021,00:09:12
26,3,Lewis,+0.077,00:09:12
26,4,Nico,+0.125,00:09:12
26,5,Pierre,+0.436,00:09:12
26,6,Charles,+0.583,00:09:12
26,7,Daniil,+0.728,00:09:12
26,8,Lando,+0.849,00:09:12
26,9,Carlos,+0.951,00:09:12
26,10,Sebastian,+1.133,00:09:12
26,11,George,+1.288,00:09:12
26,12,Romain,+1.302,00:09:12
26,13,Alexander,+1.328,00:09:12
26,14,Kevin,+1.644,00:09:12
26,15,Kimi,+1.664,00:09:12
26,16,Antonio,+1.767,00:09:12
26,17,Nicholas,+2.935,00:09:12
26,18,Lance,- -,00:09:12
26,19,Esteban,- -,00:09:12
26,20,Daniel,- -,00:09:12
27,1,Max,1:27.154,00:09:07
27,2,Valtteri,+0.021,00:09:07
27,3,Lewis,+0.077,00:09:07
27,4,Nico,+0.125,00:09:07
27,5,Pierre,+0.436,00:09:07
27,6,Charles,+0.583,00:09:07
27,7,Daniil,+0.728,00:09:07
27,8,Lando,+0.849,00:09:07
27,9,Carlos,+0.951,00:09:07
27,10,Sebastian,+1.133,00:09:07
27,11,George,+1.288,00:09:07
27,12,Romain,+1.302,00:09:07
27,13,Alexander,+1.328,00:09:07
27,14,Kevin,+1.644,00:09:07
27,15,Kimi,+1.664,00:09:07
27,16,Antonio,+1.767,00:09:07
27,17,Nicholas,+2.935,00:09:07
27,18,Lance,- -,00:09:07
27,19,Esteban,- -,00:09:07
27,20,Daniel,- -,00:09:07
28,1,Max,1:27.154,00:09:03
28,2,Valtteri,+0.021,00:09:03
28,3,Lewis,+0.077,00:09:03
28,4,Nico,+0.125,00:09:03
28,5,Pierre,+0.436,00:09:03
28,6,Charles,+0.583,00:09:03
28,7,Daniil,+0.728,00:09:03
28,8,Lando,+0.849,00:09:03
28,9,Carlos,+0.951,00:09:03
28,10,Sebastian,+1.133,00:09:03
28,11,George,+1.288,00:09:03
28,12,Romain,+1.302,00:09:03
28,13,Alexander,+1.328,00:09:03
28,14,Kevin,+1.644,00:09:03
28,15,Kimi,+1.664,00:09:03
28,16,Antonio,+1.767,00:09:03
28,17,Nicholas,+2.935,00:09:03
28,18,Lance,- -,00:09:03
28,19,Esteban,- -,00:09:03
28,20,Daniel,- -,00:09:03
29,1,Max,1:27.154,00:08:58
29,2,Valtteri,+0.021,00:08:58
29,3,Lewis,+0.077,00:08:58
29,4,Nico,+0.125,00:08:58
29,5,Pierre,+0.436,00:08:58
29,6,Charles,+0.583,00:08:58
29,7,Daniil,+0.728,00:08:58
29,8,Lando,+0.849,00:08:58
29,9,Carlos,+0.951,00:08:58
29,10,Sebastian,+1.133,00:08:58
29,11,George,+1.288,00:08:58
29,12,Romain,+1.302,00:08:58
29,13,Alexander,+1.328,00:08:58
29,14,Kevin,+1.644,00:08:58
29,15,Kimi,+1.664,00:08:58
29,16,Antonio,+1.767,00:08:58
29,17,Nicholas,+2.935,00:08:58
29,18,Lance,- -,00:08:58
29,19,Esteban,- -,00:08:58
29,20,Daniel,- -,00:08:58
30,1,Max,1:27.154,00:08:51
30,2,Valtteri,+0.021,00:08:51
30,3,Lewis,+0.077,00:08:51
30,4,Nico,+0.125,00:08:51
30,5,Pierre,+0.436,00:08:51
30,6,Charles,+0.583,00:08:51
30,7,Daniil,+0.728,00:08:51
30,8,Lando,+0.849,00:08:51
30,9,Carlos,+0.951,00:08:51
30,10,Sebastian,+1.133,00:08:51
30,11,George,+1.288,00:08:51
30,12,Romain,+1.302,00:08:51
30,13,Alexander,+1.328,00:08:51
30,14,Kevin,+1.644,00:08:51
30,15,Kimi,+1.664,00:08:51
30,16,Antonio,+1.767,00:08:51
30,17,Nicholas,+2.935,00:08:51
30,18,Lance,- -,00:08:51
30,19,,- -,00:08:51
1,1,Max,1:27.154,00:08:30
1,2,Valtteri,+0.021,00:08:30
1,3,Lewis,+0.077,00:08:30
1,4,Nico,+0.125,00:08:30
1,5,Pierre,+0.436,00:08:30
1,6,Charles,+0.583,00:08:30
1,7,Daniil,+0.728,00:08:30
1,8,Lando,+0.849,00:08:30
1,9,Carlos,+0.951,00:08:30
1,10,Sebastian,+1.133,00:08:30
1,11,George,+1.288,00:08:30
1,12,Romain,+1.302,00:08:30
1,13,Alexander,+1.328,00:08:30
1,14,Kevin,+1.644,00:08:30
1,15,Kimi,+1.664,00:08:30
1,16,Antonio,+1.767,00:08:30
1,17,Nicholas,+2.935,00:08:30
1,18,Esteban,- -,00:08:30
1,19,Lance,- -,00:08:30
1,20,Daniel,- -,00:08:30
2,1,Max,1:27.154,00:08:25
2,2,Valtteri,+0.021,00:08:25
2,3,Lewis,+0.077,00:08:25
2,4,Nico,+0.125,00:08:25
2,5,Pierre,+0.436,00:08:25
2,6,Charles,+0.583,00:08:25
2,7,Daniil,+0.728,00:08:25
2,8,Lando,+0.849,00:08:25
2,9,Carlos,+0.951,00:08:25
2,10,Sebastian,+1.133,00:08:25
2,11,George,+1.288,00:08:25
2,12,Romain,+1.302,00:08:25
2,13,Alexander,+1.328,00:08:25
2,14,Kevin,+1.644,00:08:25
2,15,Kimi,+1.664,00:08:25
2,16,Antonio,+1.767,00:08:25
2,17,Nicholas,+2.935,00:08:25
2,18,Esteban,- -,00:08:25
2,19,Lance,- -,00:08:25
2,20,Daniel,- -,00:08:25
3,1,Max,1:27.154,00:08:21
3,2,Valtteri,+0.021,00:08:21
3,3,Lewis,+0.077,00:08:21
3,4,Nico,+0.125,00:08:21
3,5,Pierre,+0.436,00:08:21
3,6,Charles,+0.583,00:08:21
3,7,Daniil,+0.728,00:08:21
3,8,Lando,+0.849,00:08:21
3,9,Carlos,+0.951,00:08:21
3,10,Sebastian,+1.133,00:08:21
3,11,George,+1.288,00:08:21
3,12,Romain,+1.302,00:08:21
3,13,Alexander,+1.328,00:08:21
3,14,Kevin,+1.644,00:08:21
3,15,Kimi,+1.664,00:08:21
3,16,Antonio,+1.767,00:08:21
3,17,Nicholas,+2.935,00:08:21
3,18,Esteban,- -,00:08:21
3,19,Lance,- -,00:08:21
3,20,Daniel,- -,00:08:21
4,1,Max,1:27.154,00:08:16
4,2,Valtteri,+0.021,00:08:16
4,3,Lewis,+0.077,00:08:16
4,4,Nico,+0.125,00:08:16
4,5,Pierre,+0.436,00:08:16
4,6,Charles,+0.583,00:08:16
4,7,Daniil,+0.728,00:08:16
4,8,Lando,+0.849,00:08:16
4,9,Carlos,+0.951,00:08:16
4,10,Sebastian,+1.133,00:08:16
4,11,George,+1.288,00:08:16
4,12,Romain,+1.302,00:08:16
4,13,Alexander,+1.328,00:08:16
4,14,Kevin,+1.644,00:08:16
4,15,Kimi,+1.664,00:08:16
4,16,Antonio,+1.767,00:08:16
4,17,Nicholas,+2.935,00:08:16
4,18,Lance,- -,00:08:16
4,19,Esteban,- -,00:08:16
4,20,Daniel,- -,00:08:16
5,1,Max,1:27.154,00:08:12
5,2,Valtteri,+0.021,00:08:12
5,3,Lewis,+0.077,00:08:12
5,4,Nico,+0.125,00:08:12
5,5,Pierre,+0.436,00:08:12
5,6,Charles,+0.583,00:08:12
5,7,Daniil,+0.728,00:08:12
5,8,Lando,+0.849,00:08:12
5,9,Carlos,+0.951,00:08:12
5,10,Sebastian,+1.133,00:08:12
5,11,George,+1.288,00:08:12
5,12,Romain,+1.302,00:08:12
5,13,Alexander,+1.328,00:08:12
5,14,Kevin,+1.644,00:08:12
5,15,Kimi,+1.664,00:08:12
5,16,Antonio,+1.767,00:08:12
5,17,Nicholas,+2.935,00:08:12
5,18,Lance,- -,00:08:12
5,19,Esteban,- -,00:08:12
5,20,Daniel,- -,00:08:12
